ID azienda,Area of Activity,EMTAK Code,NACE Code,Source
1156,Other personal service activities n.e.c.,9609 (EMTAK 2008),96.09,Annual report                                    (20.07.2022)                                    
1157,Pet care services,96091 (EMTAK 2008),96.09,Annual report                                    (17.03.2022)                                    
1158,"Bookkeeping, tax consulting",69202 (EMTAK 2008),69.20,Annual report                                    (30.06.2022)                                    
1159,Other amusement and recreation activities not classified elsewhere,93299 (EMTAK 2008),93.29,Annual report                                    (29.06.2022)                                    
1160,Non-specialised wholesale trade,46901 (EMTAK 2008),46.90,Annual report                                    (01.07.2016)                                    
1161,"Other professional, scientific and technical activities n.e.c.",74901 (EMTAK 2008),74.90,Annual report                                    (08.06.2022)                                    
1162,Real estate agencies,68311 (EMTAK 2008),68.31,Electronic submission                                    (13.09.2022)                                    
1164,Computer programming activities,62011 (EMTAK 2008),62.01,Statistics Estonia                                    (01.11.2021)                                    
1165,Maintenance and repair of motor vehicles,45201 (EMTAK 2008),45.20,Annual report                                    (01.07.2022)                                    
1166,Other sprts activities not classified elsewhere,93199 (EMTAK 2008),93.19,Electronic submission                                    (28.09.2022)                                    
1167,Media representation,73121 (EMTAK 2008),73.12,Annual report                                    (07.10.2021)                                    
1169,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Electronic submission                                    (27.03.2021)                                    
1170,Other education not classified elsewhere,85599 (EMTAK 2008),85.59,Annual report                                    (30.06.2022)                                    
1172,Other legal activities,69109 (EMTAK 2008),69.10,Annual report                                    (03.03.2022)                                    
1173,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Annual report                                    (05.04.2019)                                    
1174,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (29.06.2022)                                    
1175,Activities of holding companies,64201 (EMTAK 2008),64.20,The undertaking notified himself/herself                                    (21.12.2020)                                    
1176,Advertising agencies,73111 (EMTAK 2008),73.11,Annual report                                    (06.05.2022)                                    
1177,Installation of electrical wiring and fittings,43211 (EMTAK 2008),43.21,Annual report                                    (01.03.2022)                                    
1179,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (31.10.2022)                                    
1180,"Other financial service activities, except insurance and pension funding n.e.c.",64991 (EMTAK 2008),64.99,Annual report                                    (30.10.2020)                                    
1181,Advertising agencies,73111 (EMTAK 2008),73.11,Annual report                                    (05.05.2022)                                    
1182,Web portals,63121 (EMTAK 2008),63.12,Annual report                                    (19.07.2022)                                    
1183,"Wholesale of electrical material and their requisites and electrical machines, inc cables",46692 (EMTAK 2008),46.69,Annual report                                    (04.04.2022)                                    
1184,Other service activities,96099 (EMTAK 2008),96.09,Annual report                                    (03.06.2022)                                    
1186,Other business support service activities n.e.c.,82991 (EMTAK 2008),82.99,Statistics Estonia                                    (01.11.2021)                                    
1187,Support activities for other mining and quarrying,09901 (EMTAK 2008),09.90,Annual report                                    (05.10.2022)                                    
1188,"Other retail sale not in stores, stalls or markets",47991 (EMTAK 2008),47.99,Annual report                                    (10.05.2022)                                    
1190,"Publishing of textbooks, dictionaries and other encyclopaedias",58112 (EMTAK 2008),58.11,Annual report                                    (12.10.2021)                                    
1191,Forwarding agencies services,52291 (EMTAK 2008),52.29,Field of activity code data encoding by RIK                                    (16.09.1998)                                    
1192,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Electronic submission                                    (06.06.2021)                                    
1193,Temporary employment agency activities,78201 (EMTAK 2008),78.20,Electronic submission                                    (01.09.2022)                                    
1195,Other construction installation,4329 (EMTAK 2008),43.29,Electronic submission                                    (08.09.2021)                                    
1197,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (09.12.2019)                                    
1198,Non-specialised wholesale trade,46901 (EMTAK 2008),46.90,Field of activity code data encoding by RIK                                    (31.07.2003)                                    
1200,Manufacture of prepared meals and dishes,10851 (EMTAK 2008),10.85,Annual report                                    (15.07.2022)                                    
1201,Repair of furniture and home furnishings,95241 (EMTAK 2008),95.24,Annual report                                    (30.06.2022)                                    
1202,Hotels,55101 (EMTAK 2008),55.10,Annual report                                    (29.05.2011)                                    
1203,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (08.07.2022)                                    
1204,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (01.07.2022)                                    
1205,Artistic creation,90031 (EMTAK 2008),90.03,Annual report                                    (02.08.2021)                                    
1207,"Production and presentation of live concerts, musical creation and other similar activities",90012 (EMTAK 2008),90.01,Annual report                                    (14.01.2022)                                    
1209,Public relations and communication activities,70211 (EMTAK 2008),70.21,Annual report                                    (15.04.2018)                                    
1210,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (01.03.2022)                                    
1211,"Trusts, funds and similar financial entities",64301 (EMTAK 2008),64.30,Electronic submission                                    (26.07.2018)                                    
1212,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Annual report                                    (17.04.2015)                                    
1213,Activities of sports clubs for the disabled,93122 (EMTAK 2008),93.12,Annual report                                    (20.06.2022)                                    
1214,"Other financial service activities, except insurance and pension funding n.e.c.",64991 (EMTAK 2008),64.99,Annual report                                    (15.06.2022)                                    
1217,Other sports activities,9319 (EMTAK 2008),93.19,Annual report                                    (16.06.2022)                                    
1219,"Office management, combined secretarial services",82111 (EMTAK 2008),82.11,Annual report                                    (12.01.2017)                                    
1220,Forwarding agencies services,52291 (EMTAK 2008),52.29,Annual report                                    (28.06.2022)                                    
1221,Forwarding agencies services,52291 (EMTAK 2008),52.29,Electronic submission                                    (03.03.2017)                                    
1222,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Annual report                                    (18.03.2021)                                    
1224,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Electronic submission                                    (24.10.2022)                                    
1225,Other engineering-technical activities,71129 (EMTAK 2008),71.12,Electronic submission                                    (07.02.2019)                                    
1226,"Restaurants, cafeterias and other catering places",56101 (EMTAK 2008),56.10,Annual report                                    (02.03.2022)                                    
1227,Operation of sports facilities,93111 (EMTAK 2008),93.11,Annual report                                    (13.07.2022)                                    
1230,Activities of sports clubs,93121 (EMTAK 2008),93.12,Annual report                                    (30.06.2022)                                    
1232,Temporary employment agency activities,78201 (EMTAK 2008),78.20,Electronic submission                                    (29.09.2022)                                    
1234,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (08.06.2022)                                    
1236,Activities of sports clubs,93121 (EMTAK 2008),93.12,Electronic submission                                    (29.09.2022)                                    
1239,Manufacture of furniture n.e.c.,31091 (EMTAK 2008),31.09,Annual report                                    (15.06.2022)                                    
1241,Engineering activities and related technical consultancy,7112 (EMTAK 2008),71.12,Electronic submission                                    (20.04.2020)                                    
1242,Wholesale of medical appliances and surgical and orthopaedic instruments and devices,46462 (EMTAK 2008),46.46,Annual report                                    (29.07.2021)                                    
1243,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (30.06.2022)                                    
1244,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Annual report                                    (01.06.2022)                                    
1245,Retail sale of sanitary and water supply equipment and supplies,47522 (EMTAK 2008),47.52,Annual report                                    (30.06.2022)                                    
1246,Fitness facilities,93131 (EMTAK 2008),93.13,Annual report                                    (29.06.2011)                                    
1247,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",46161 (EMTAK 2008),46.16,Annual report                                    (31.03.2022)                                    
1248,Freight transport by road,49411 (EMTAK 2008),49.41,Annual report                                    (15.06.2020)                                    
1249,Other software publishing,58291 (EMTAK 2008),58.29,Annual report                                    (17.07.2022)                                    
1250,"Restaurants, cafeterias and other catering places",56101 (EMTAK 2008),56.10,Annual report                                    (01.09.2022)                                    
1251,"Wholesale of other general-purpose and special-purpose machinery, apparatus and equipment",46699 (EMTAK 2008),46.69,Annual report                                    (31.12.2015)                                    
1252,Other information service activities n.e.c.,63991 (EMTAK 2008),63.99,Electronic submission                                    (13.10.2021)                                    
1253,Wholesale of sanitary equipment and other construction materials,46732 (EMTAK 2008),46.73,Annual report                                    (20.06.2022)                                    
1254,Hairdressing and other beauty treatment,96021 (EMTAK 2008),96.02,Electronic submission                                    (02.11.2022)                                    
1256,Wholesale of sanitary equipment and other construction materials,46732 (EMTAK 2008),46.73,Annual report                                    (18.05.2022)                                    
1257,Research and experimental development on social sciences and humanities,72201 (EMTAK 2008),72.20,Annual report                                    (14.03.2022)                                    
1258,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Electronic submission                                    (31.01.2018)                                    
1259,Financial consulting,66191 (EMTAK 2008),66.19,Annual report                                    (18.06.2019)                                    
1261,"Other professional, scientific and technical activities n.e.c.",7490 (EMTAK 2008),74.90,Annual report                                    (26.06.2022)                                    
1264,Hotels,55101 (EMTAK 2008),55.10,Annual report                                    (15.06.2022)                                    
1265,"Manufacture of prefabricated wooden buildings (e.g. saunas, summerhouses, houses) or elements thereof",16232 (EMTAK 2008),16.23,Annual report                                    (22.07.2022)                                    
1266,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (20.06.2022)                                    
1267,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (16.06.2022)                                    
1270,Other sports and recreational education,85519 (EMTAK 2008),85.51,Annual report                                    (12.08.2022)                                    
1271,Other information technology and computer service activities,62091 (EMTAK 2008),62.09,Annual report                                    (13.12.2018)                                    
1272,Activities of sports clubs,93121 (EMTAK 2008),93.12,Annual report                                    (25.10.2020)                                    
1273,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Electronic submission                                    (21.03.2012)                                    
1274,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (14.02.2022)                                    
1275,Car washing and other services,45202 (EMTAK 2008),45.20,Annual report                                    (01.07.2022)                                    
1276,Retail trade of motor vehicle parts and accessories,45321 (EMTAK 2008),45.32,Electronic submission                                    (21.04.2021)                                    
1277,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (19.04.2022)                                    
1279,Retail sale of souvenirs and craftwork articles in specialised stores,47783 (EMTAK 2008),47.78,Electronic submission                                    (04.08.2021)                                    
1280,Activities of nurseries,85102 (EMTAK 2008),85.10,Other source                                    (06.11.2002)                                    
1281,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Electronic submission                                    (04.11.2022)                                    
1282,"Restaurants, cafeterias and other catering places",56101 (EMTAK 2008),56.10,Annual report                                    (24.07.2019)                                    
1283,Other specialised construction activities n.e.c.,4399 (EMTAK 2008),43.99,Annual report                                    (29.07.2019)                                    
1287,Other transportation support activities,5229 (EMTAK 2008),52.29,Annual report                                    (27.06.2022)                                    
1289,Retail trade of motor vehicle parts and accessories,45321 (EMTAK 2008),45.32,Electronic submission                                    (26.03.2015)                                    
1290,Environment and nature protection associations,94996 (EMTAK 2008),94.99,Annual report                                    (29.09.2022)                                    
1291,Activities of sports clubs,93121 (EMTAK 2008),93.12,Annual report                                    (17.05.2022)                                    
1292,Other business support service activities n.e.c.,82991 (EMTAK 2008),82.99,Electronic submission                                    (14.07.2021)                                    
1293,Language training,85591 (EMTAK 2008),85.59,Annual report                                    (10.06.2022)                                    
1294,Artistic creation,90031 (EMTAK 2008),90.03,Annual report                                    (12.10.2018)                                    
1296,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (05.05.2022)                                    
1297,Other real estate management or related activities,68329 (EMTAK 2008),68.32,Annual report                                    (16.03.2022)                                    
1298,Other information technology and computer service activities,62091 (EMTAK 2008),62.09,Electronic submission                                    (22.01.2021)                                    
1299,Photographic activities,74201 (EMTAK 2008),74.20,Electronic submission                                    (07.01.2015)                                    
1300,Manufacture of insulating glass and other building material of glass,23191 (EMTAK 2008),23.19,Annual report                                    (29.06.2022)                                    
1301,Other amusement and recreation activities,9329 (EMTAK 2008),93.29,Annual report                                    (20.07.2022)                                    
1302,Other amusement and recreation activities,9329 (EMTAK 2008),93.29,Annual report                                    (25.03.2022)                                    
1303,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (21.04.2022)                                    
1304,"Ethnic minorities organisations and cultural societies, associations for the purpose of integrityand friendship between nations",94994 (EMTAK 2008),94.99,Annual report                                    (04.02.2022)                                    
1306,Wholesale of footwear,46422 (EMTAK 2008),46.42,Annual report                                    (03.11.2020)                                    
1307,Business and other management consultancy activities,7022 (EMTAK 2008),70.22,Annual report                                    (30.06.2022)                                    
1308,Other sprts activities not classified elsewhere,93199 (EMTAK 2008),93.19,Electronic submission                                    (02.06.2022)                                    
1309,Forwarding agencies services,52291 (EMTAK 2008),52.29,Annual report                                    (17.06.2022)                                    
1311,Other retail sale in non-specialised stores,47191 (EMTAK 2008),47.19,Recoding                                    (29.06.2017)                                    
1315,General cleaning of buildings,81211 (EMTAK 2008),81.21,Annual report                                    (03.05.2022)                                    
1316,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Annual report                                    (22.06.2022)                                    
1317,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Annual report                                    (28.06.2022)                                    
1318,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Annual report                                    (31.07.2018)                                    
1319,Installation of plumbing and sanitary equipment,43222 (EMTAK 2008),43.22,Annual report                                    (21.05.2015)                                    
1320,"Installation of heating, ventilation and air conditioning equipment",43221 (EMTAK 2008),43.22,Annual report                                    (28.06.2022)                                    
1321,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Electronic submission                                    (17.05.2021)                                    
1322,Other information service activities n.e.c.,63991 (EMTAK 2008),63.99,Annual report                                    (10.01.2022)                                    
1323,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",46141 (EMTAK 2008),46.14,Annual report                                    (23.05.2013)                                    
1326,Real estate agencies,68311 (EMTAK 2008),68.31,Annual report                                    (13.07.2022)                                    
1327,Agents involved in the sale of a variety of goods,46191 (EMTAK 2008),46.19,Annual report                                    (23.12.2021)                                    
1329,Manufacture of other chemical products n.e.c.,20591 (EMTAK 2008),20.59,Annual report                                    (07.06.2022)                                    
1331,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Annual report                                    (10.01.2022)                                    
1333,Computer consultancy activities,62021 (EMTAK 2008),62.02,Electronic submission                                    (04.04.2022)                                    
1334,Other business support service activities n.e.c.,82991 (EMTAK 2008),82.99,Electronic submission                                    (29.10.2019)                                    
1335,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",46141 (EMTAK 2008),46.14,Annual report                                    (06.05.2022)                                    
1336,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",46141 (EMTAK 2008),46.14,Electronic submission                                    (07.08.2018)                                    
1337,Other information technology and computer service activities,62091 (EMTAK 2008),62.09,Electronic submission                                    (24.03.2020)                                    
1341,Other software publishing,58291 (EMTAK 2008),58.29,Annual report                                    (05.07.2022)                                    
1342,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (09.07.2022)                                    
1343,Non-specialised wholesale trade,46901 (EMTAK 2008),46.90,Annual report                                    (19.01.2022)                                    
1346,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (11.05.2022)                                    
1347,Computer consultancy activities,62021 (EMTAK 2008),62.02,Electronic submission                                    (30.09.2021)                                    
1348,Freight transport by road,49411 (EMTAK 2008),49.41,Annual report                                    (27.08.2020)                                    
1349,Agents involved in the sale of timber and building materials,46131 (EMTAK 2008),46.13,Annual report                                    (02.04.2022)                                    
1350,Freight transport by road,49411 (EMTAK 2008),49.41,Annual report                                    (12.08.2022)                                    
1351,Other business support service activities n.e.c.,82991 (EMTAK 2008),82.99,Annual report                                    (25.05.2022)                                    
1354,Freight transport by road,49411 (EMTAK 2008),49.41,Annual report                                    (28.01.2022)                                    
1355,Rental and leasing of cars and light motor vehicles,77111 (EMTAK 2008),77.11,Annual report                                    (29.06.2017)                                    
1356,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (30.06.2022)                                    
1359,Advertising agencies,73111 (EMTAK 2008),73.11,Annual report                                    (29.06.2022)                                    
1361,Real estate agencies,68311 (EMTAK 2008),68.31,Annual report                                    (12.05.2022)                                    
1362,"Associations and social clubs related to recreational activities, entertainment, cultural activities or hobbies",94995 (EMTAK 2008),94.99,Annual report                                    (03.06.2022)                                    
1364,Performing arts,9001 (EMTAK 2008),90.01,Annual report                                    (27.06.2022)                                    
1365,Non-specialised wholesale trade,46901 (EMTAK 2008),46.90,Annual report                                    (07.07.2022)                                    
1366,Non-specialised wholesale trade,46901 (EMTAK 2008),46.90,Annual report                                    (27.04.2022)                                    
1367,Other specialised construction activities,43999 (EMTAK 2008),43.99,Annual report                                    (17.06.2022)                                    
1368,Other amusement and recreation activities not classified elsewhere,93299 (EMTAK 2008),93.29,Annual report                                    (01.07.2022)                                    
1371,"Activities of call centres, telemarketing",82201 (EMTAK 2008),82.20,Annual report                                    (22.06.2022)                                    
1372,Other research and experimental development on natural sciences and engineering,72191 (EMTAK 2008),72.19,Electronic submission                                    (16.05.2018)                                    
1374,Advertising agencies,73111 (EMTAK 2008),73.11,Electronic submission                                    (29.11.2022)                                    
1375,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (16.02.2022)                                    
1376,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Annual report                                    (09.10.2021)                                    
1378,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Annual report                                    (12.06.2019)                                    
1383,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (09.06.2022)                                    
1384,Other amusement and recreation activities,9329 (EMTAK 2008),93.29,Annual report                                    (02.06.2022)                                    
1387,Other information technology and computer service activities,62091 (EMTAK 2008),62.09,Electronic submission                                    (14.04.2022)                                    
1389,Mixed farming,01501 (EMTAK 2008),01.50,Electronic submission                                    (30.11.2018)                                    
1391,Marine fishing,03111 (EMTAK 2008),03.11,Field of activity code data encoding by RIK                                    (05.12.2001)                                    
1395,Mixed farming,01501 (EMTAK 2008),01.50,Annual report                                    (30.06.2015)                                    
1398,Wholesale of wood and products for the first-stage processing of wood,46731 (EMTAK 2008),46.73,Annual report                                    (25.03.2022)                                    
1399,Travel agency activities,79111 (EMTAK 2008),79.11,Annual report                                    (30.06.2022)                                    
1401,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Electronic submission                                    (18.01.2022)                                    
1402,Non-specialised wholesale trade,46901 (EMTAK 2008),46.90,Electronic submission                                    (07.04.2022)                                    
1404,Production of television programmes,59112 (EMTAK 2008),59.11,Annual report                                    (29.06.2022)                                    
1405,Sewerage and wastewater management,37001 (EMTAK 2008),37.00,Annual report                                    (21.06.2022)                                    
1406,Other building completion and finishing,43391 (EMTAK 2008),43.39,Annual report                                    (05.06.2017)                                    
1407,Activities of amusement parks and theme parks,93211 (EMTAK 2008),93.21,Annual report                                    (31.05.2017)                                    
1409,"Renting and operational leasing of other machinery, equipment and tangible assets not classified elsewhere",77399 (EMTAK 2008),77.39,Annual report                                    (23.09.2022)                                    
1410,Freshwater fishing,03121 (EMTAK 2008),03.12,Electronic submission                                    (11.05.2011)                                    
1412,Other business support service activities n.e.c.,82991 (EMTAK 2008),82.99,Electronic submission                                    (20.10.2021)                                    
1413,Activities of amusement parks and theme parks,93211 (EMTAK 2008),93.21,Electronic submission                                    (10.05.2017)                                    
1415,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (28.06.2021)                                    
1416,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (16.01.2020)                                    
1418,"Other retail sale not in stores, stalls or markets",47991 (EMTAK 2008),47.99,Annual report                                    (29.06.2022)                                    
1420,Non-specialised wholesale trade,46901 (EMTAK 2008),46.90,Annual report                                    (23.04.2019)                                    
1421,Photographic activities,74201 (EMTAK 2008),74.20,Annual report                                    (02.08.2022)                                    
1423,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Annual report                                    (28.06.2022)                                    
1426,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (11.10.2022)                                    
1427,"Restaurants, cafeterias and other catering places",56101 (EMTAK 2008),56.10,Annual report                                    (30.05.2011)                                    
1429,Other hobby education,85529 (EMTAK 2008),85.52,Electronic submission                                    (30.07.2021)                                    
1430,Hotels,55101 (EMTAK 2008),55.10,Annual report                                    (30.06.2022)                                    
1431,Repair and maintenance of aircraft and spacecraft,33161 (EMTAK 2008),33.16,Annual report                                    (29.06.2022)                                    
1432,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (30.06.2022)                                    
1433,Associations and unions of people with health disorders; associations and unions of the disabled,94997 (EMTAK 2008),94.99,Electronic submission                                    (20.01.2020)                                    
1435,Other postal and express service,53201 (EMTAK 2008),53.20,Annual report                                    (22.09.2020)                                    
1436,Other information service activities n.e.c.,63991 (EMTAK 2008),63.99,Electronic submission                                    (01.11.2019)                                    
1437,Manufacture of other metal structures and parts of structures,25119 (EMTAK 2008),25.11,Electronic submission                                    (16.02.2022)                                    
1438,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Electronic submission                                    (31.12.2021)                                    
1439,Manufacture of ceramic sanitary fixtures,23421 (EMTAK 2008),23.42,Annual report                                    (06.12.2022)                                    
1440,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Annual report                                    (02.08.2022)                                    
1441,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Electronic submission                                    (27.10.2022)                                    
1442,Computer consultancy activities,62021 (EMTAK 2008),62.02,Electronic submission                                    (29.09.2021)                                    
1443,Specialised design activities,74101 (EMTAK 2008),74.10,Annual report                                    (08.10.2022)                                    
1445,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Electronic submission                                    (10.03.2022)                                    
1446,Other business support service activities n.e.c.,82991 (EMTAK 2008),82.99,Annual report                                    (04.07.2022)                                    
1447,Electrical installation,4321 (EMTAK 2008),43.21,Annual report                                    (05.05.2022)                                    
1448,Buying and selling of own real estate,68101 (EMTAK 2008),68.10,Annual report                                    (28.06.2022)                                    
1449,"Manufacture of prefabricated wooden buildings (e.g. saunas, summerhouses, houses) or elements thereof",16232 (EMTAK 2008),16.23,Electronic submission                                    (25.01.2022)                                    
1451,Other software publishing,58291 (EMTAK 2008),58.29,Electronic submission                                    (05.04.2022)                                    
1452,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (20.04.2022)                                    
1453,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (23.03.2022)                                    
1455,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Electronic submission                                    (23.11.2020)                                    
1457,Car washing and other services,45202 (EMTAK 2008),45.20,Annual report                                    (17.08.2022)                                    
1458,Activities of holding companies,64201 (EMTAK 2008),64.20,Annual report                                    (04.12.2020)                                    
1459,Combined facilities support activities,81101 (EMTAK 2008),81.10,Annual report                                    (30.06.2022)                                    
1461,"Other retail sale not in stores, stalls or markets",47991 (EMTAK 2008),47.99,Annual report                                    (28.05.2014)                                    
1462,Other amusement and recreation activities,9329 (EMTAK 2008),93.29,Electronic submission                                    (12.10.2016)                                    
1463,Other information technology and computer service activities,62091 (EMTAK 2008),62.09,Electronic submission                                    (27.11.2020)                                    
1464,"Other professional, scientific and technical activities n.e.c.",74901 (EMTAK 2008),74.90,Annual report                                    (04.07.2022)                                    
1465,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Annual report                                    (03.11.2020)                                    
1466,Manufacture of furniture n.e.c.,31091 (EMTAK 2008),31.09,Annual report                                    (11.07.2022)                                    
1470,Other business support service activities n.e.c.,82991 (EMTAK 2008),82.99,Electronic submission                                    (28.03.2019)                                    
