company_name,year_founded,company_age,industry,sector,business_category,headquarters_city,ownership,_source_table
Meitec Corporation,,[],,,"[""['Industries'"", ""'Outsourcing and Staffing']""]",[],,valueToday_dataset
Heineken Malaysia Berhad,,[],,,"[""['Consumer Defensive'"", ""'Alcoholic Beverages'"", ""'Beverages']""]",[],,valueToday_dataset
Sichuan Haite High-tech,,[],,,"[""['Industries'"", ""'Aerospace and Defense']""]",[],,valueToday_dataset
Costamare,,[],,,"[""['Industries'"", ""'Transportation'"", ""'Marine Transportation'"", ""'Shipping']""]",[],,valueToday_dataset
Noevir Holdings,,[],,,"[""['Consumer Defensive'"", ""'Cosmetics'"", ""'FMCG'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Moneysupermarket.com Group,,[],,,"[""['Communication Services'"", ""'Internet or Mobile App Based Business']""]",[],,valueToday_dataset
Taboola.com Ltd.,,[],,,"[""['Communication Services'"", ""'Internet or Mobile App Based Business'"", ""'Advertising']""]",[],,valueToday_dataset
Shriram City Union Finance,,[],,,['Financial Services'],[],,valueToday_dataset
Frontline,,[],,,"[""['Energy'"", ""'Transportation'"", ""'Marine Transportation'"", ""'Oil and Gas']""]",['Hamilton'],,valueToday_dataset
Skycity Entertainment Group,,[],,,"[""['Consumer Cyclical'"", ""'Casinos'"", ""'Hotels'"", ""'Entertainment'"", ""'Gaming']""]",[],,valueToday_dataset
Nippon Reit Investment Corporation,,[],,,"[""['Real Estate'"", ""'Property Investments']""]",[],,valueToday_dataset
Aerovironment,,[],,,"[""['Industries'"", ""'Aircrafts'"", ""'Aircraft Parts'"", ""'Capital Goods'"", ""'Aerospace and Defense'"", ""'Missiles'"", ""'Satellites']""]",['California'],,valueToday_dataset
Alpha Group,,[],,,"[""['Communication Services'"", ""'Entertainment']""]",[],,valueToday_dataset
Hunan Kaimeite Gases,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
"Shenzhen Xinhao Photoelectricity Technology Co.,ltd",,[],,,"[""['Technology'"", ""'Electronics']""]",[],,valueToday_dataset
Veritiv Corporation,,[],,,"[""['Industries'"", ""'Paper and Pulp'"", ""'Consumer Services'"", ""'Conglomerate']""]",['Georgia'],,valueToday_dataset
Cnx Midstream Partners Lp,,[],,,"[""['Energy'"", ""'Oil and Gas']""]",['Pennsylvania'],,valueToday_dataset
Stratasys,,[],,,"[""['Technology'"", ""'Computers Hardware']""]",[],,valueToday_dataset
Trustpower,,[],,,"[""['Utilities'"", ""'Electric Utilities'"", ""'Electricity Generation'"", ""'Power Generation'"", ""'Gas Supply'"", ""'Telecom'"", ""'Internet Providers'"", ""'Communication Services'"", ""'Fixed Line Service'"", ""'Conglomerate'"", ""'Renewable Energy']""]",[],,valueToday_dataset
Morgan Sindall Group,,[],,,[],[],,valueToday_dataset
Wheels Up,,[],,,"[""['Travel and Transport'"", ""'Airlines'"", ""'Aviation']""]",[],,valueToday_dataset
Vinted,,[],,,[],[],,valueToday_dataset
Deposit Solutions,,[],,,[],[],,valueToday_dataset
Coveo,,[],,,"[""['Artificial Intelligence'"", ""'Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Focus Lightings Tech,,[],,,"[""['Industries'"", ""'Semiconductors'"", ""'Electronics'"", ""'Processors / Chips'"", ""'Electrical Products']""]",[],,valueToday_dataset
Rosbank,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Kandenko,,[],,,"[""['Industries'"", ""'Construction']""]",[],,valueToday_dataset
Japan Excellent,,[],,,"[""['Real Estate'"", ""'Property Investments'"", ""'Commercial Properties']""]",[],,valueToday_dataset
Baywa,,[],,,"[""['Industries'"", ""'Retail'"", ""'Logistics'"", ""'Commodities Trading'"", ""'Conglomerate'"", ""'Renewable Energy']""]",[],,valueToday_dataset
Kowloon Development Company,,[],,,['Real Estate'],[],,valueToday_dataset
Hytera Communications Corporation,,[],,,"[""['Technology'"", ""'Communications Equipment']""]",[],,valueToday_dataset
Centerspace,,[],,,['Real Estate'],['North Dakota'],,valueToday_dataset
Amber Enterprises India,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Consumer Durables'"", ""'Consumer Electronics']""]",[],,valueToday_dataset
Arbonia Ag,,[],,,"[""['Industries'"", ""'Building Products and Equipment'"", ""'Construction Materials']""]",[],,valueToday_dataset
Billion Industrial Holdings,,[],,,"[""['Consumer Cyclical'"", ""'Textile']""]",[],,valueToday_dataset
United Development Company,,[],,,['Real Estate'],[],,valueToday_dataset
Nongshim,,[],,,"[""['Consumer Defensive'"", ""'Food and Beverage'"", ""'Beverages'"", ""'Food Products'"", ""'FMCG'"", ""'Package Foods']""]",[],,valueToday_dataset
Nuveen S&p 500 Buy-write Income Fund,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",['Illinois'],,valueToday_dataset
Qinghai Huzhu Barley Wine,,[],,,"[""['Consumer Defensive'"", ""'Alcoholic Beverages'"", ""'Beverages']""]",[],,valueToday_dataset
The Bancorp,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Establishment Labs Holdings,,[],,,"[""['Healthcare'"", ""'Medical Equipment']""]",[],,valueToday_dataset
"Verve Therapeutics, Inc.",,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
Latitude Group Holdings Limited,,[],,,['Financial Services'],[],,valueToday_dataset
Fujian Boss Software,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Shanghai Yaoji Technology,,[],,,"[""['Consumer Cyclical'"", ""'Gaming'"", ""'Entertainment'"", ""'Leisure']""]",[],,valueToday_dataset
"Hainan Huluwa Pharmaceutical Group Co., Ltd.",,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
Baoding Tianwei Baobian Electric,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Genimous Technology,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Greatek Electronics,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Semiconductors']""]",[],,valueToday_dataset
Aiful Corporation,,[],,,['Financial Services'],[],,valueToday_dataset
"Shanghai Lily&beauty Cosmetics Co.,ltd.",,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'eCommerce']""]",[],,valueToday_dataset
Liaoning Oxiranchem,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Shenzhen Woer Heat-shrinkable Material,,[],,,"[""['Industries'"", ""'Electrical Products']""]",[],,valueToday_dataset
Takashimaya Company,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Department Stores']""]",[],,valueToday_dataset
Guangzhou Kdt Machinery,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Banpu Power Public Company,,[],,,"[""['Utilities'"", ""'Electricity Generation']""]",[],,valueToday_dataset
First Pacific Company,,[],,,"[""['Consumer Defensive'"", ""'FMCG'"", ""'Package Foods'"", ""'Food Products']""]",[],,valueToday_dataset
Hbis Resources,,[],,,"[""['Industries'"", ""'Heavy Machinery']""]",[],,valueToday_dataset
Leedarson Iot Technology Inc.,,[],,,"[""['Technology'"", ""'Electronics']""]",[],,valueToday_dataset
Tianrun Crankshaft,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Automobile Parts']""]",[],,valueToday_dataset
Guanfu Holding,,[],,,"[""['Consumer Cyclical'"", ""'Conglomerate'"", ""'Pharmaceutical'"", ""'eCommerce'"", ""'Plastics / Plastic Products'"", ""'Gold Mining'"", ""'Real Estate']""]",[],,valueToday_dataset
Guangdong Yizumi Precision Machinery,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Shanghai Kindly Enterprise Development Group,,[],,,"[""['Healthcare'"", ""'Medical Equipment']""]",[],,valueToday_dataset
Allmed Medical Products Co. Ltd,,[],,,"[""['Healthcare'"", ""'Medical Equipment']""]",[],,valueToday_dataset
Wafer Works Corporation,,[],,,"[""['Technology'"", ""'Semiconductors']""]",[],,valueToday_dataset
Fraser And Neave,,[],,,"[""['Consumer Defensive'"", ""'FMCG'"", ""'Package Foods'"", ""'Food Products'"", ""'Beverages'"", ""'Non-Alcoholic Beverages'"", ""'Food and Beverage']""]",[],,valueToday_dataset
Addnode Group Ab (publ),,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Tivo Corporation,,[],,,"[""['Technology'"", ""'Conglomerate']""]",['California'],,valueToday_dataset
Jiangsu Zongyi,,[],,,"[""['Technology'"", ""'Semiconductors']""]",[],,valueToday_dataset
Avic Sanxin,,[],,,"[""['Industries'"", ""'Chemicals']""]",[],,valueToday_dataset
Poya International,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Department Stores']""]",[],,valueToday_dataset
Ssy Group,,[],,,"[""['Healthcare'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Shanghai Henlius Biotech,,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
Nantex Industry,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Hyosung Corporation,,[],,,"[""['Industries'"", ""'Conglomerate'"", ""'Chemicals'"", ""'Machinery Manufacturing'"", ""'Construction'"", ""'Software and IT'"", ""'Trading']""]",[],,valueToday_dataset
Lyell Immunopharma,,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",['California'],,valueToday_dataset
"P10, Inc.",,[],,,[],[],,valueToday_dataset
Hengxin Shambala Culture,,[],,,"[""['Technology'"", ""'Communications Equipment']""]",[],,valueToday_dataset
Trusco Nakayama Corporation,,[],,,"[""['Industries'"", ""'Tools and Equipment']""]",[],,valueToday_dataset
Krishna Institute Of Medical Sciences Limited,,[],,,"[""['Healthcare'"", ""'Hospitals']""]",[],,valueToday_dataset
Archermind Technology (nanjing),,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Ladder Capital Corp,,[],,,"[""['Real Estate'"", ""'Consumer Services'"", ""'Property Investments']""]",['New York'],,valueToday_dataset
Wha Corporation Public Company,,[],,,['Real Estate'],[],,valueToday_dataset
Chugoku Bank,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Northwest Natural Holding Company,,[],,,"[""['Utilities'"", ""'Gas Utilities']""]",['Oregon'],,valueToday_dataset
Zhuguang Holdings Group Company,,[],,,['Real Estate'],[],,valueToday_dataset
Great Wall Enterprise,,[],,,"[""['Consumer Defensive'"", ""'FMCG'"", ""'Package Foods'"", ""'Food Products']""]",[],,valueToday_dataset
Redefine Properties,,[],,,"[""['Real Estate'"", ""'Property Investments']""]",[],,valueToday_dataset
Beijing Hotgen Biotech,,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
Pt Bank Yudha Bhakti Tbk,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Beijing Philisense Technology,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Immunogen,,[],,,"[""['Healthcare'"", ""'HealthCare Products'"", ""'Biotechnology']""]",['Massachusetts'],,valueToday_dataset
Kforce,,[],,,"[""['Industries'"", ""'Technology'"", ""'Professional Services'"", ""'Outsourcing and Staffing']""]",['Florida'],,valueToday_dataset
Yinson Holdings Berhad,,[],,,"[""['Energy'"", ""'Oil and Gas']""]",[],,valueToday_dataset
Zhejiang Yinlun Machinery,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Automobile Parts']""]",[],,valueToday_dataset
Next Fifteen Communications Group,,[],,,['Advertising'],[],,valueToday_dataset
Trimas Corporation,,[],,,"[""['Industries'"", ""'Capital Goods'"", ""'Industry Machinery']""]",['Michigan'],,valueToday_dataset
Shenzhen Cerealsholdings,,[],,,"[""['Consumer Defensive'"", ""'FMCG'"", ""'Package Foods'"", ""'Food Products']""]",[],,valueToday_dataset
Nayuki Holdings Limited,,[],,,"[""['Consumer Cyclical'"", ""'Restaurants']""]",[],,valueToday_dataset
Soda Sanayii,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
The Gabelli Equity Trust,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",['New York'],,valueToday_dataset
Big Lots,,[],,,"[""['Consumer Defensive'"", ""'Retail'"", ""'Consumer Services']""]",['Ohio'],,valueToday_dataset
Bangkok Chain Hospital Public Company,,[],,,"[""['Healthcare'"", ""'Hospitals'"", ""'Healthcare Service']""]",[],,valueToday_dataset
Pt Bank Ina Perdana Tbk,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Ytl Corporation Berhad,,[],,,['Utilities'],[],,valueToday_dataset
Pharmagest Interactive Sa,,[],,,"[""['Healthcare'"", ""'Healthcare Technology and Information']""]",[],,valueToday_dataset
Nipro Corporation,,[],,,"[""['Healthcare'"", ""'Medical Equipment']""]",[],,valueToday_dataset
Adc Therapeutics Sa,,[],,,"[""['Healthcare'"", ""'Biotechnology'"", ""'Biopharmaceutical']""]",[],,valueToday_dataset
Eaton Vance Duration Income Fund,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",['Massachusetts'],,valueToday_dataset
Tennant Company,,[],,,"[""['Industries'"", ""'Technology'"", ""'Machinery Manufacturing'"", ""'Manufacturing'"", ""'Industry Machinery']""]",['Minnesota'],,valueToday_dataset
Menora Mivtachim Holdings Ltd,,[],,,"[""['Financial Services'"", ""'Insurance']""]",[],,valueToday_dataset
"Qingdao Gaoce Technology Co., Ltd",,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Taiyuan Heavy Industry,,[],,,"[""['Industries'"", ""'Heavy Machinery']""]",[],,valueToday_dataset
Bobst Group Sa,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Romande Energie Holding Sa,,[],,,"[""['Utilities'"", ""'Electric Utilities'"", ""'Renewable Energy']""]",[],,valueToday_dataset
First National Of Nebraska,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Nebraska'],,valueToday_dataset
Shanghai Hile Bio-technology,,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
"Kingenta Ecological Engineering Group Co., Ltd.",,[],,,"[""['Basic Materials'"", ""'Agriculture Related']""]",[],,valueToday_dataset
Pt Bumi Serpong Damai Tbk,,[],,,['Real Estate'],[],,valueToday_dataset
Carlsberg Brewery Malaysia Bhd,,[],,,"[""['Consumer Defensive'"", ""'Alcoholic Beverages'"", ""'Beverages']""]",[],,valueToday_dataset
Cap,,[],,,"[""['Basic Materials'"", ""'Iron and Steel']""]",[],,valueToday_dataset
"Loandepot, Inc.",,[],,,[],[],,valueToday_dataset
"Domo, Inc.",,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
"Iteos Therapeutics, Inc.",,[],,,"[""['Healthcare'"", ""'Biotechnology'"", ""'Biopharmaceutical']""]",['Massachusetts'],,valueToday_dataset
Zbom Home Collection,,[],,,"[""['Consumer Cyclical'"", ""'Furniture'"", ""'Home Improvement'"", ""'Home Furnishing']""]",[],,valueToday_dataset
Gunkul Engineering Public Company,,[],,,"[""['Industries'"", ""'Engineering Products'"", ""'Engineering Services'"", ""'Conglomerate']""]",[],,valueToday_dataset
Oem International Ab (publ),,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Huaihe Energy (group),,[],,,"[""['Industries'"", ""'Logistics']""]",[],,valueToday_dataset
Computer Services,,[],,,"[""['Technology'"", ""'Software and IT']""]",['Kentucky'],,valueToday_dataset
Fine Organic Industries Limited,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Clear Channel Outdoor Holdings,,[],,,"[""['Communication Services'"", ""'Media'"", ""'Advertising'"", ""'Consumer Services']""]",['Texas'],,valueToday_dataset
Sunflower Pharmaceutical Group,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products']""]",[],,valueToday_dataset
Griffon Corporation,,[],,,"[""['Industries'"", ""'Construction Materials'"", ""'Aerospace and Defense'"", ""'Plastics / Plastic Products'"", ""'Aerospace Products'"", ""'Defense Products'"", ""'Capital Goods'"", ""'Home Furnishing'"", ""'Space Products'"", ""'Tools and Equipment']""]",['New York'],,valueToday_dataset
Zensar Technologies,,[],,,"[""['Technology'"", ""'Software and IT']""]",['Pune'],,valueToday_dataset
Edinburgh Investment Trust,,[],,,"[""['Investments'"", ""'Asset Management']""]",[],,valueToday_dataset
Cyient,,[],,,"[""['Industries'"", ""'Software and IT'"", ""'Technology'"", ""'Software Products'"", ""'Conglomerate']""]",[],,valueToday_dataset
Asiainfo Technologies,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Banca Farmafactoring,,[],,,['Financial Services'],[],,valueToday_dataset
Enova International,,[],,,['Financial Services'],['Illinois'],,valueToday_dataset
Palomar Holdings,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['California'],,valueToday_dataset
Japan Elevator Serviceholdings,,[],,,"[""['Industries'"", ""'Professional Services'"", ""'Business Services']""]",[],,valueToday_dataset
Ado Properties,,[],,,"[""['Real Estate'"", ""'Financial Services']""]",[],,valueToday_dataset
"Clover Health Investments, Corp.",,[],,,"[""['Healthcare'"", ""'Insurance']""]",[],,valueToday_dataset
Guizhou Guihang Automotive Components,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Automobile Parts']""]",[],,valueToday_dataset
"Jiangsu Asia-pacific Light Alloy Technology Co., Ltd.",,[],,,"[""['Basic Materials'"", ""'Aluminum']""]",[],,valueToday_dataset
First Foundation,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['California'],,valueToday_dataset
Summit Real Estate Holdings,,[],,,['Real Estate'],[],,valueToday_dataset
Guilin Sanjin Pharmaceutical,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products'"", ""'Biotechnology']""]",[],,valueToday_dataset
Kerry Express (thailand) Public Company Limited,,[],,,['Logistics'],[],,valueToday_dataset
Haima Automobile,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Cars'"", ""'Passenger Vehicles'"", ""'Electric Utilities']""]",[],,valueToday_dataset
Sapporo Holdings,,[],,,"[""['Consumer Defensive'"", ""'Alcoholic Beverages'"", ""'Beverages']""]",[],,valueToday_dataset
Construction Partners,,[],,,"[""['Industries'"", ""'Construction']""]",['Alabama'],,valueToday_dataset
Hensoldt Ag,,[],,,"[""['Industries'"", ""'Aerospace and Defense']""]",[],,valueToday_dataset
Lindsay Corporation,,[],,,"[""['Industries'"", ""'Capital Goods'"", ""'Machinery Manufacturing'"", ""'Manufacturing'"", ""'Heavy Machinery']""]",['Nebraska'],,valueToday_dataset
Shenzhen Colibri Technologies,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Daiwabo Holdings,,[],,,"[""['Consumer Cyclical'"", ""'Textile']""]",[],,valueToday_dataset
Adtalem Global Education,,[],,,"[""['Consumer Defensive'"", ""'Education'"", ""'Internet or Mobile App Based Business'"", ""'Consumer Services']""]",['Illinois'],,valueToday_dataset
Jiangsu Jiuding New Material,,[],,,"[""['Consumer Cyclical'"", ""'Textile']""]",[],,valueToday_dataset
Capitaland Retail China Trust,,[],,,"[""['Real Estate'"", ""'Retail'"", ""'Property Investments'"", ""'Commercial Properties']""]",[],,valueToday_dataset
Beijing Cuiwei Tower,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Department Stores'"", ""'Restaurants']""]",['Beijing'],,valueToday_dataset
Equital,,[],,,"[""['Industries'"", ""'Real Estate'"", ""'Oil and Gas'"", ""'Construction'"", ""'Rent / Lease Services'"", ""'Conglomerate']""]",[],,valueToday_dataset
Beneteau,,[],,,"[""['Consumer Cyclical'"", ""'Boats'"", ""'Leisure']""]",[],,valueToday_dataset
Hilan,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Leejam Sports Company,,[],,,"[""['Consumer Cyclical'"", ""'Sports Related'"", ""'Gym and Fitness'"", ""'Leisure']""]",[],,valueToday_dataset
Monex Group,,[],,,"[""['Financial Services'"", ""'Stock Markets"", 'Trading', ""Capital Markets'"", ""'Securities'"", ""'Trading'"", ""'Brokerage Services']""]",[],,valueToday_dataset
Redwood Trust,,[],,,"[""['Real Estate'"", ""'Consumer Services'"", ""'Property Investments']""]",['California'],,valueToday_dataset
Ningbo Changhong Polymer Scientific And Technical Inc.,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Apax Global Alpha Limited,,[],,,['Asset Management'],[],,valueToday_dataset
Arena Star Group,,[],,,['Real Estate'],[],,valueToday_dataset
Route Mobile,,[],,,"[""['Communication Services'"", ""'Telecom']""]",[],,valueToday_dataset
First Trust Intermediate Duration Preferred & Income Fund,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",['Massachusetts'],,valueToday_dataset
Brightview Holdings,,[],,,"[""['Industries'"", ""'Business Services']""]",['Pennsylvania'],,valueToday_dataset
Sunstone Development,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Tkc Corporation,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Saudi Ground Services Company,,[],,,"[""['Industries'"", ""'Airports Operating']""]",[],,valueToday_dataset
Mediaset Espana Comunicacion,,[],,,"[""['Communication Services'"", ""'Broadcasting']""]",[],,valueToday_dataset
Walkme Ltd.,,[],,,['Software and IT'],[],,valueToday_dataset
"Smartrent, Inc.",,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Hunan Tv & Broadcast Intermediary,,[],,,"[""['Communication Services'"", ""'Advertising']""]",[],,valueToday_dataset
Avi Global Trust,,[],,,"[""['Investments'"", ""'Asset Management']""]",[],,valueToday_dataset
Birla Corporation,,[],,,"[""['Basic Materials'"", ""'Cement'"", ""'Construction Materials']""]",['Kolkata'],,valueToday_dataset
Blackrock World Mining Trust,,[],,,['Asset Management'],[],,valueToday_dataset
Hanmi Semiconductor,,[],,,"[""['Technology'"", ""'Semiconductors'"", ""'Electronics']""]",[],,valueToday_dataset
Yamaguchi Financial Group,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Gogo,,[],,,"[""['Communication Services'"", ""'Telecom'"", ""'Consumer Services'"", ""'Telecom Equipment']""]",['Illinois'],,valueToday_dataset
Allianzgi Nfj Dividend Interest & Premium Strategy Fund,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",['New York'],,valueToday_dataset
Smart Metering Systems,,[],,,"[""['Industries'"", ""'Electronics'"", ""'Electrical Products']""]",[],,valueToday_dataset
Imugene Limited,,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
Sinoseal Holding,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Jiuzhitang,,[],,,"[""['Healthcare'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Tritax Eurobox Plc,,[],,,['Real Estate'],[],,valueToday_dataset
Nissin Electric,,[],,,"[""['Industries'"", ""'Electrical Products']""]",[],,valueToday_dataset
Berkshire Hills Bancorp,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Massachusetts'],,valueToday_dataset
"Pony Testing Co., Ltd.",,[],,,"[""['Industries'"", ""'Business Services']""]",[],,valueToday_dataset
Hotel Property Investments,,[],,,"[""['Real Estate'"", ""'Property Investments']""]",[],,valueToday_dataset
Dime Community Bancshares,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['New York'],,valueToday_dataset
Kraton Corporation,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",['Texas'],,valueToday_dataset
"Shanghai Topcare Medical Services Co., Ltd.",,[],,,"[""['Basic Materials'"", ""'Mining']""]",[],,valueToday_dataset
Toppan Forms,,[],,,"[""['Industries'"", ""'Printing'"", ""'Business Services']""]",[],,valueToday_dataset
Hengtong Logistics,,[],,,"[""['Industries'"", ""'Freight Transport']""]",[],,valueToday_dataset
Societa Cattolica Di Assicurazione - Societa Cooperativa,,[],,,"[""['Financial Services'"", ""'Insurance']""]",[],,valueToday_dataset
Cementir Holding,,[],,,"[""['Basic Materials'"", ""'Cement'"", ""'Construction Materials']""]",[],,valueToday_dataset
"Shenzhen Sunrise New Energy Co., Ltd.",,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Knowledge Economic City,,[],,,['Real Estate'],[],,valueToday_dataset
Alphamab Oncology,,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
Azul,,[],,,"[""['Industries'"", ""'Aviation'"", ""'Transportation'"", ""'Airlines']""]",[],,valueToday_dataset
"Sovos Brands, Inc.",,[],,,[],[],,valueToday_dataset
Galaxy Surfactants,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Zhejiang Grandwall Electric Science&technology,,[],,,"[""['Industries'"", ""'Electrical Products']""]",[],,valueToday_dataset
Chengdu Fusen Noble-house Industrial,,[],,,"[""['Consumer Cyclical'"", ""'Construction Materials'"", ""'Home Furnishing']""]",[],,valueToday_dataset
Guangzhou Pearl River Piano Group,,[],,,"[""['Consumer Cyclical'"", ""'Musical Instruments'"", ""'Leisure'"", ""'Entertainment']""]",[],,valueToday_dataset
Karo Pharma Ab (publ),,[],,,"[""['Healthcare'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Beijing Vrv Software Corporation,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Software and IT Infrastructure']""]",[],,valueToday_dataset
Iifl Finance,,[],,,['Financial Services'],[],,valueToday_dataset
Trisura Group,,[],,,"[""['Financial Services'"", ""'Insurance']""]",[],,valueToday_dataset
Lifestyle Communities,,[],,,['Real Estate'],[],,valueToday_dataset
Dazzle Fashion Co. Ltd,,[],,,"[""['Consumer Cyclical'"", ""'Apparels and Accessories']""]",[],,valueToday_dataset
Pt Bank Btpn Tbk,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Social Capital Hedosophia Holdings Corp. Vi,,[],,,"[""['Financial Services'"", ""'Shell Company']""]",[],,valueToday_dataset
Hfcl,,[],,,"[""['Technology'"", ""'Communications Equipment']""]",[],,valueToday_dataset
Anhui Genuine New Materials,,[],,,"[""['Consumer Cyclical'"", ""'Packaging']""]",[],,valueToday_dataset
Shenzhen Neptunus Bioengineering,,[],,,"[""['Healthcare'"", ""'Engineering Products'"", ""'Engineering Services'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Hutchison Port Holdings Trust,,[],,,['Logistics'],[],,valueToday_dataset
Mts Systems Corporation,,[],,,"[""['Technology'"", ""'Capital Goods']""]",['Minnesota'],,valueToday_dataset
Sichuan Lutianhua Company Limited,,[],,,"[""['Basic Materials'"", ""'Agriculture Related']""]",[],,valueToday_dataset
Ak Steel Holding Corporation,,[],,,"[""['Basic Materials'"", ""'Iron and Steel'"", ""'Metals'"", ""'Mining']""]",['Ohio'],,valueToday_dataset
"Xi'an Sinofuse Electric Co., Ltd.",,[],,,"[""['Industries'"", ""'Electrical Products']""]",[],,valueToday_dataset
Tainan Spinning,,[],,,"[""['Consumer Cyclical'"", ""'Textile']""]",[],,valueToday_dataset
Teekay Lng Partners,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Marine Transportation']""]",[],,valueToday_dataset
888 Holdings,,[],,,"[""['Consumer Cyclical'"", ""'Gambling'"", ""'Leisure'"", ""'Entertainment']""]",[],,valueToday_dataset
"Fluence Energy, Inc.",,[],,,"[""['Renewable Energy'"", ""'Technology Hardware and Instruments'"", ""'Utilities'"", ""'Technology']""]",['Virginia'],,valueToday_dataset
