company_name_left,industry_left,headquarters_city_left,company_name_right,industry_right,headquarters_city_right,label
pt united tractors tbk,,jakarta timur,pt uni-charm indonesia tbk,,jakarta selatan,0
pt bank negara indonesia (persero) tbk,,jakarta,pt bank mnc internasional tbk,,jakarta pusat,0
pt elang mahkota teknologi tbk,,jakarta,pt eka sari lorena transport tbk,,jakarta,0
pt bank jago tbk,,jakarta selatan,pt bank ibk indonesia tbk,,jakarta pusat,0
pt bank central asia tbk,,jakarta,pt bank bukopin tbk,,jakarta,0
fresenius se & co kgaa,,bad homburg vor der hohe,fresenius medical care ag & co. kgaa,,bad homburg,0
saudi company for hardware,,riyadh,saudi ceramic company,,riyadh,0
the saudi national bank,,riyadh,the saudi british bank,,riyadh,0
sun life financial inc.,,toronto,sun life financial careers,financial services,toronto,0
thomson reuters corporation,,toronto,thomson reuters careers,financial services,toronto,0
canadian imperial bank of commerce,,toronto,canadian banc corp.,,toronto,0
natixis sa,,paris,natixis careers,financial services,paris,0
centuria office reit,,sydney,centuria industrial reit,,sydney,0
wam research limited,,sydney,wam leaders limited,,sydney,0
immutep limited,,sydney,immutable,fintech,sydney,0
litigation capital management limited,,sydney,lithium power international limited,,sydney,0
wameja limited,,sydney,wam microcap limited,,sydney,0
lithium energy ltd,,west perth,lithium australia nl,,west perth,0
inversiones siemel sa,,las condes,inversiones aguas metropolitanas sa,,las condes,0
empresas copec sa,,santiago de chile,empresas cmpc sa,,santiago de chile,0
transportadora de gas del sur sa,,buenos aires,transportadora de gas del norte sa,,buenos aires,0
smith & nephew plc,,watford,smith & nephew careers,medical device,watford,0
tesco plc,,welwyn garden city,tesco careers,retail,welwyn garden city,0
cigna corporation,,bloomfield,cigna careers,"health, wellness & fitness",bloomfield,0
pearson plc,,london,pearson careers,broadcast & online media,london,0
greencoat uk wind plc,,not found,greencoat renewables plc,,not found,0
aflac incorporated,,columbus,aflac careers,insurance,columbus,0
baillie gifford uk growth,,not found,baillie gifford japan trust plc,,not found,0
schroder uk mid cap,,not found,schroder oriental income fund limited,,not found,0
jpmorgan japan small cap growth & income plc,,not found,jpmorgan global growth & income plc,,not found,0
aberdeen standard equity income trust plc,,not found,aberdeen new india investment trust plc,,not found,0
jpmorgan us smaller co. inv tst plc,,not found,jpmorgan mid cap investment trust plc,,not found,0
jpmorgan smaller companies investment trust plc,,not found,jpmorgan japanese investment trust plc,,not found,0
euro menkul kiymet yatirim ortakligi anonim sirketi,,ankara,euro kapital yatirim ortakligi anonim sirketi,,ankara,0
yesil yatirim holding anonim sirketi,,istanbul,yesil gayrimenkul yatirim ortakligi a.s.,,istanbul,0
thai nippon rubber industry public co. ltd,,bangkok,thai nakarin hospital public company ltd,,bangkok,0
union plastic public company ltd,,bangkok,union petrochemical public company ltd,,bangkok,0
thai mui corp public company ltd,,bangkok,thai metal drum manufacturing public company ltd,,bangkok,0
pato chemical industry public company ltd,,bangkok,patkol public company ltd,,bangkok,0
thai rung union car public company ltd,,bangkok,thai reinsurance public company ltd,,bangkok,0
"twitter, inc.",,san francisco,twitter careers,internet,san francisco,0
ameren corporation,,st. louis,ameren careers,utilities,st. louis,0
"verisign, inc.",,reston,verisign careers,internet,reston,0
markel corporation,,glen allen,markel careers,insurance,glen allen,0
international paper company,,memphis,international paper careers,materials & manufacturing,memphis,0
ally financial inc.,,detroit,ally financial careers,financial services,detroit,0
"conagra brands, inc.",,chicago,conagra brands careers,food & beverages,chicago,0
"fidelity national financial, inc.",,jacksonville,fidelity national financial careers,financial services,jacksonville,0
"aspen technology, inc.",,bedford,aspen technology careers,computer software,bedford,0
"voya financial, inc.",,new york,voya financial careers,financial services,new york,0
"under armour, inc.",,baltimore,under armour careers,retail,baltimore,0
r1 rcm inc.,,chicago,r1 rcm careers,hospital & health care,chicago,0
"cdk global, inc.",,hoffman estates,cdk global careers,computer software,hoffman estates,0
"matson, inc.",,honolulu,matson careers,"transportation, trucking & rail",honolulu,0
national instruments corporation,,austin,national instruments careers,computer hardware,austin,0
ciena corporation,,hanover,ciena careers,computer networking,hanover,0
"abiomed, inc.",,danvers,abiomed careers,medical device,danvers,0
"nuance communications, inc.",,burlington,nuance communications careers,computer software,burlington,0
eastern water resources development and management public company ltd,,bangkok,eastern star real estate public company ltd,,bangkok,0
g j steel public company ltd,,bangkok,g capital public company ltd,,bangkok,0
siamese asset public company ltd,,bangkok,siam wellness group public company ltd,,bangkok,0
thai group holdings public company ltd,,bangkok,thai enger holding public company ltd,,bang kruai,0
srisawad finance public company ltd,,bangkok,srisawad corp public company ltd,,bangkok,0
pinar süt mamülleri sanayii a.s.,,izmir,pinar entegre et ve un sanayii a.s.,,izmir,0
"cadence design systems, inc.",,san jose,cadence design systems careers,computer software,san jose,0
archer-daniels-midland company,,chicago,archer daniels midland company careers,food & beverages,chicago,0
"xilinx, inc.",,san jose,xilinx careers,semiconductors,san jose,0
marathon petroleum corporation,,findlay,marathon petroleum careers,oil & energy,findlay,0
humana inc.,,louisville,humana careers,"health, wellness & fitness",louisville,0
"workday, inc.",,pleasanton,workday careers,computer software,pleasanton,0
"analog devices, inc.",,norwood,analog devices careers,semiconductors,norwood,0
snowflake inc.,,san mateo,snowflake careers,computer software,san mateo,0
"fiserv, inc.",,brookfield,fiserv careers,information technology & services,brookfield,0
chularat hospital public company ltd,,samut prakan,chukai public company ltd,,samut prakan,0
banpu public company ltd,,bangkok,banpu power public company ltd,,bangkok,0
anadolu hayat emeklilik anonim sirketi,,istanbul,anadolu anonim türk sigorta sirketi,,istanbul,0
compass group plc,,chertsey,compass group careers,food & beverages,chertsey,0
muangthai capital public company ltd,,bangkok,muang thai insurance public company ltd,,bangkok,0
krungthai card public company ltd,,bangkok,krungthai car rent and lease public company ltd,,bangkok,0
türkiye vakiflar bankasi türk anonim ortakligi,,istanbul,türkiye sinai kalkinma bankasi a.s.,,istanbul,0
türkiye sise ve cam fabrikalari a.s.,,istanbul,türkiye sigorta anonim sirketi,,istanbul,0
qnb finansbank a.s.,,istanbul,qnb finans finansal kiralama as,,istanbul,0
fundnel,fintech,,funding societies,fintech,,0
cyberiam*,cyber security,,cybereason,cybersecurity,boston,0
mahindra first choice,automobiles,,mahindra cie automotive,auto components,,0
supportas,technology,,supplycart,technology,,0
crowd property,fintech,,crowd credit,fintech,,0
logipal24,transport,,logimi,transport,,0
atlantiq,financial services,,atlanticus,['financial services'],,0
solarplay,energy,,solarism,energy,,0
logipal24,transport,,logimi,transport,,0
delivery hero,food & beverage,,deliveroo,food & beverage,,0
joannes distribution sas,retail,,joann,['retail'],,0
prodiel proyectos,energy,,prodeval,energy,,0
doit solutions,technology,,doit,technology,,0
nanoprom chemicals,chemicals & pharmaceuticals,,nanomakers,chemicals,,0
quantion,technology,,quantexa,technology,,0
doctor hail spa,automobiles,,doctor hail,automobiles,,0
predict,technology,,predica,technology,,0
proteko service,support services,,protection security,support services,,0
union gas metano,energy,,union gas holdings,energy,,0
nuova mg,industrial goods,,nuova cometra,industrials,,0
amiltone,technology,,amido,technology,,0
amiltone,technology,,amido,technology,,0
pharmacy2u,health,,pharmacosmos,health care,,0
galenicum special ingredients,pharmaceuticals,,galenica,"['pharmaceuticals', 'biotech']",,0
immo9,property,,immo-konzepte,property,,0
consorzio italiano strade e ambiente,support services,,consorzio cisa,support services,,0
synesthesia,technology,,synerise,technology,,0
immo9,property,,immo-konzepte,property,,0
intesa sanpaolo vita spa,"finance, insurance, and real estate",torino,intesa sanpaolo s.p.a.,,turin,0
iveco spa,manufacturing,torino,iveco group,"['manufacturing', 'specialty vehicles']",,0
banco bpm spa,"finance, insurance, and real estate",verona,banco bpm,,verona,0
reply spa,services,torino,reply s.p.a.,,turin,0
impresa pizzarotti & c. spa,construction,parma,impresa percassi,construction,,0
impresa pizzarotti & c. spa,construction,parma,impresa percassi,construction,,0
impresa pizzarotti & c. spa,construction,parma,impresa percassi,construction,,0
decathlon italia srl,retail trade,monza e brianza,decathlon,retail,,0
acciaierie venete spa,manufacturing,padova,acciaierie d'italia spa,manufacturing,milano,0
postepay spa,"finance, insurance, and real estate",roma,poste italiane spa,,rome,0
postepay spa,"finance, insurance, and real estate",roma,poste italiane spa,"transportation, communications, electric, gas, and sanitary services",roma,0
acciaierie valbruna spa,manufacturing,vicenza,acciaierie d'italia holding spa,manufacturing,milano,0
findomestic banca spa,"finance, insurance, and real estate",firenze,finde spa,"finance, insurance, and real estate",torino,0
bonfiglioli spa,"finance, insurance, and real estate",bologna,bonfi srl,"finance, insurance, and real estate",bologna,0
telecom italia sparkle spa,"transportation, communications, electric, gas, and sanitary services",roma,telecom italia s.p.a.,,rome,0
gruppo ltc spa,"finance, insurance, and real estate",vicenza,gruppo ipg holding spa,"finance, insurance, and real estate",milano,0
coop centro italia soc coop,retail trade,perugia,coop alleanza 3.0 soc coop,retail trade,bologna,0
heineken italia spa,manufacturing,aosta,heineken holding n.v.,,amsterdam,0
industrie de nora spa,"finance, insurance, and real estate",milano,industrie chimiche forestali s.p.a.,,milan,0
cargill srl,manufacturing,milano,cargill eurit srl,"finance, insurance, and real estate",milano,0
nohmi bosai ltd,industrial goods and machinery,,nohab,industrials,,0
enova international inc,financial services,,enova facilities management llc,facility management services,,0
softwareone holding ag,technology and communications,,softwarehut,technology,,0
biocon ltd,pharmaceuticals and healthcare,,biocon,"['pharmaceuticals', 'biotech']",,0
bank millennium sa,financial services,,bank millennium,financials,,0
safilo group spa,consumer packaged goods,,safilo,consumer goods,,0
berger paints india ltd,chemicals,,berger paints,chemicals,,0
monolithic power systems inc,technology and communications,,monocept,technology,,0
cadence bank,financial services,,cadence bancorp,financial services,,0
gansu shangfeng cement co ltd,construction,,gansu qilianshan cement group co ltd,construction,,0
scandinavian tobacco group a/s,consumer packaged goods,,scandinavian tobacco group,consumer goods,,0
genmab as,pharmaceuticals and healthcare,,genmab,"['pharmaceuticals', 'biotech']",,0
cosco shipping specialized carriers co ltd,transport and logistics,,cosco shipping ports ltd,transport and logistics,,0
ig group holdings plc,financial services,,ig group,"['financial services', 'internet']",,0
eutelsat communications sa,technology and communications,,eutelsat,telecommunications,,0
banco del pichincha ca,financial services,,banco del bajio sa,financial services,,0
ringcentral inc,technology and communications,,ringcentral careers,telecommunications,belmont,0
wuxi biologics cayman inc,pharmaceuticals and healthcare,,wuxi biologics,"['pharmaceuticals', 'biotech']",,0
"red rock resorts, inc.",leisure and arts,,red robin gourmet burgers inc,leisure and arts,,0
celltrion inc,pharmaceuticals and healthcare,,celltrion,['pharmaceuticals'],,0
srf ltd,chemicals,,srf,chemicals / agri inputs,,0
ubiquiti inc,technology and communications,,ubiquicom,technology,,0
ubiquiti inc,technology and communications,,ubiquicom,technology,,0
pets at home group plc,retailing,,pets at home,['retail'],,0
bank audi sal,financial services,,bank albilad,financial services,,0
nissan shatai co ltd,automotive,,nissan motor corporation careers,automotive,yokohama-shi,0
melco resorts & entertainment limited,leisure and arts,,melco international development ltd,leisure and arts,,0
bawag group ag,financial services,,bawag,financials,,0
calbee inc,consumer packaged goods,,calavo growers inc,consumer packaged goods,,0
mallinckrodt plc,pharmaceuticals and healthcare,,mallinckrodt pharmaceuticals,"['pharmaceuticals', 'biotech']",,0
lupin ltd,pharmaceuticals and healthcare,,lupin,pharma,,0
vesuvius plc,industrial goods and machinery,,vesuvius,industrial machinery,,0
amplifon spa,medical equipment,,amplifon,medical equipment,,0
amplifon spa,medical equipment,,amplifon,medical equipment,,0
bank pekao sa,financial services,,bank pekao,financials,,0
elisa oyj,technology and communications,,elisa,telecommunications,,0
taisho pharmaceutical holdings co ltd,pharmaceuticals and healthcare,,taisho pharmaceutical,"['pharmaceuticals', 'biotech']",,0
greencore group plc,consumer packaged goods,,greencore,consumer goods,,0
ems-chemie holding ag,chemicals,,ems-chemie,['chemicals'],,0
ubisoft entertainment sa,technology and communications,,ubisoft bucharest,technology,,0
toyo ink sc holdings co ltd,chemicals,,toyo ink,chemicals,,0
aspen pharmacare holdings ltd,pharmaceuticals and healthcare,,aspen pharmacare,"['pharmaceuticals', 'biotech']",,0
cementos argos sa,construction,,cementir holding nv,construction,,0
telekom malaysia bhd,technology and communications,,telekom austria czech republic,telecommunications,,0
flsmidth & co as,industrial goods and machinery,,flsmidth,industrial machinery,,0
flsmidth & co as,industrial goods and machinery,,flsmidth,industrials,,0
nippn corp,consumer packaged goods,,nipparts,consumer goods,,0
interactive brokers group inc,financial services,,interactive brokers,"['financial services', 'internet']",,0
cipla ltd,pharmaceuticals and healthcare,,cipla health,pharma,,0
banque nationale de belgique sa,financial services,,banque et caisse d'épargne de l'état,financials,,0
mytilineos sa,conglomerate,,mytilineos holdings,conglomerates,,0
tietoevry corp,technology and communications,,tieto,technology,,0
ferrovial construction,construction,,ferrovial,"['construction', 'infrastructure']",,0
agrana beteiligungs-ag,consumer packaged goods,,agrana,consumer goods,,0
flowserve corp,industrial goods and machinery,,flowmore,industrial machinery,,0
kansai paint co ltd,chemicals,,kansai nerolac paints,chemicals,,0
terex corp,industrial goods and machinery,,terem,industrials,,0
national bank of kuwait,financial services,,national bank of greece,financials,,0
momentum metropolitan holdings ltd,financial services,,momentum metropolitan,"['financial services', 'insurance']",,0
banco de credito e inversiones sa,financial services,,banco de credito del peru sa,financial services,,0
china railway hi-tech industry corp ltd,construction,,china railway group,['construction'],,0
voya financial inc,financial services,,voya financial,['financial services'],,0
kikkoman corp,consumer packaged goods,,kika,consumer goods,,0
valmet corp,industrial goods and machinery,,valmet,industrials,,0
banca monte dei paschi di siena spa,financial services,,banca monte dei paschi di siena,financials,,0
metso outotec corp,industrial goods and machinery,,metso,industrials,,0
american axle & manufacturing holdings inc,automotive,,american axle & manufacturing,"['automotive suppliers', 'auto parts']",,0
smith & nephew plc,medical equipment,,smith & nephew careers,medical device,watford,0
sun pharmaceutical industries ltd,pharmaceuticals and healthcare,,sun pharmaceutical,"['pharmaceuticals', 'biotech']",,0
porsche automobil holding se,automotive,,porsche,automobile/car,,0
bank of tianjin co ltd,financial services,,bank of the philippine islands,financial services,,0
unione di banche italiane spa,financial services,,unionbank of the philippines,financial services,,0
aker bp asa,energy and utilities,,aker asa,energy and utilities,,0
sembcorp industries ltd,power,,sembcorp,power,,0
sembcorp industries ltd,power,,sembcorp,power,,0
fletcher building ltd,construction,,fletcher building,['construction'],,0
canadian pacific railway ltd,transport and logistics,,canadian pacific railway careers,"transportation, trucking & rail",calgary,0
proximus plc,technology and communications,,proximus,telecommunications,,0
adyen nv,financial services,,adyen,financials,,0
adyen nv,financial services,,adyen,"['financial services', 'tech']",,0
banco de sabadell sa,financial services,,banco de occidente,financial services,,0
investor ab,financial services,,investment ab öresund,financials,,0
konka group co ltd,consumer packaged goods,,konka,consumer electronics,,0
skandinaviska enskilda banken ab,financial services,,skandinaviska banken,financials,,0
lpl financial holdings inc,financial services,,lpl financial,['financial services'],,0
ferrovial sa,construction,,ferrovial construcción s.a.,construction,milano,0
fuji electric co ltd,industrial goods and machinery,,fuji corp,industrial goods and machinery,,0
uniqa insurance group ag,financial services,,uniqa,financials,,0
bausch health companies inc,pharmaceuticals and healthcare,,bausch health,['pharmaceuticals'],,0
old republic international corp,financial services,,old point financial,"['financial services', 'banks']",,0
deutsche bank wealth management,financial services,,deutsche bank spa,"finance, insurance, and real estate",milano,0
itc ltd,consumer packaged goods,,itc limited careers,consumer goods,kolkata,0
groupe bruxelles lambert sa,financial services,,groupe bpce,financials,,0
natixis sa,financial services,,natixis careers,financial services,paris,0
absa group ltd,financial services,,absa bank ltd,financial services,,0
raiffeisen bank international ag,financial services,,raiffeisen,financials,,0
bajaj finserv ltd,financial services,,bajaj finance ltd,financial services,,0
avichina industry & technology co ltd,aerospace and defense,,avic xi'an aircraft industry group co ltd,aerospace and defense,,0
fnac darty sa,retailing,,fnac darty,['retail'],,0
nxp semiconductors nv,technology and communications,,nxp semiconductors,technology,,0
delta electronics inc,technology and communications,,delta electronics (thailand) pcl,technology and communications,,0
akzo nobel nv,chemicals,,akzo nobel india,chemicals,,0
singapore telecommunications ltd,technology and communications,,singapore technologies engineering ltd,technology and communications,,0
turkiye is bankasi as,financial services,,turkiye garanti bankası anonim sirketi,financial services,,0
erste group bank ag,financial services,,erste bank,financials,,0
samsung sds co ltd,technology and communications,,samsung sdi co ltd,technology and communications,,0
punjab national bank,financial services,,punjab & sind bank,financial services,,0
maruti suzuki india ltd,automotive,,maruti suzuki,automobile,,0
alleghany corp,financial services,,alleanza assicurazioni spa,"finance, insurance, and real estate",milano,0
vistra energy corp,power,,vistra corporate services,power,,0
aon plc,financial services,,aon,financial services,,0
toyota boshoku corp,automotive,,toyota,automobile,,0
toyota boshoku corp,automotive,,toyota,car/automobile,,0
atos se,technology and communications,,atos,technology,,0
qatar national bank,financial services,,qatar islamic bank,financial services,,0
marks and spencer group plc,retailing,,marks & spencer,retail,,0
marks and spencer group plc,retailing,,marks & spencer,['retail'],,0
ageas nv,financial services,,ageas,financials,,0
gemdale corp,construction,,gemco,construction,,0
fidelity national financial inc,financial services,,fidelity national financial,financial services,,0
sampo plc,financial services,,sampo group,financials,,0
the bank of new york mellon corp,financial services,,the bank of kyoto ltd,financial services,,0
old mutual ltd,financial services,,old mutual,"['financial services', 'insurance']",,0
dupont de nemours inc,chemicals,,dupont,chemicals,,0
ppg industries inc,chemicals,,ppg asian paints,chemicals,,0
targa resources partners lp,energy and utilities,,targa resources corp,energy and utilities,,0
uni-president enterprises corp,consumer packaged goods,,uni-president china holdings ltd,consumer packaged goods,,0
bank of shanghai co ltd,financial services,,bank of queensland ltd,financial services,,0
colgate-palmolive co,consumer packaged goods,,colgate-palmolive,['consumer goods'],,0
tokyo electron ltd,technology and communications,,tokyo electron device ltd,technology and communications,,0
ntpc ltd,power,,ntpc,power,,1
vedanta ltd,metals and mining,,vedanta aluminium,metals & mining,,0
reckitt benckiser group plc,consumer packaged goods,,reckitt benckiser,['consumer goods'],,0
banco santander (brasil) sa,financial services,,banco sabadell,financials,,0
builders firstsource inc,construction,,builders alliance,construction,,0
bank of beijing co ltd,financial services,,bank of baroda,financial services,,0
valeo sa,automotive,,valeo careers,automotive,paris,0
fresenius medical care ag & co kgaa,medical equipment,,fresenius kabi ag,medical equipment,,0
novo nordisk as,pharmaceuticals and healthcare,,novo nordisk,pharma,,0
novo nordisk as,pharmaceuticals and healthcare,,novo nordisk,"['pharmaceuticals', 'biotech']",,0
eiffage sa,construction,,eiffage,['construction'],,0
southern co,power,,southern california edison co,power,,0
paypal holdings inc,financial services,,paypal,"['financial services', 'tech', 'internet', 'bitcoin']",,0
sun life financial inc,financial services,,sun life financial,"['financial services', 'insurance']",,0
banco bradesco sa,financial services,,banco bpm vita spa,"finance, insurance, and real estate",milano,0
suzuki motor corp,automotive,,suzuki,automobile,,0
ing group nv,financial services,,ing group,financials,,0
tata steel ltd,metals and mining,,tata steel bsl,metals & mining,,0
haier smart home co ltd,consumer packaged goods,,haier electronics group co ltd,consumer packaged goods,,0
jardine matheson holdings ltd,conglomerate,,jardine matheson,"['conglomerate', 'investment']",,0
magna international inc,automotive,,magna infotech,automobile,,0
bank of montreal,financial services,,bank of maharashtra,financial services,,0
the bank of nova scotia,financial services,,the bank of new york mellon corp,financial services,,0
china overseas land & investment ltd,construction,,china overseas grand oceans group ltd,construction,,0
unicredit spa,financial services,,unicredit bulbank,financials,,0
exor nv,financial services,,exor,financials,,0
intesa sanpaolo spa,financial services,,intesa sanpaolo rbm salute spa,"finance, insurance, and real estate",milano,0
merck & co inc,pharmaceuticals and healthcare,,merck,pharma,,0
vodafone group plc,technology and communications,,vodafone greece,telecommunications,,0
state bank of india,financial services,,state auto financial corp,financial services,,0
kia corp,automotive,,kia,automobile,,0
kia corp,automotive,,kia,car/automobile,,0
oil and natural gas corp ltd,energy and utilities,,oil & gas development co ltd,energy and utilities,,0
lvmh moet hennessy louis vuitton se,consumer packaged goods,,lvmh,consumer goods,,0
banco santander sa,financial services,,banco santander rio sa,financial services,,0
t-mobile us inc,technology and communications,,t-mobile polska,telecommunications,,0
pfizer inc,pharmaceuticals and healthcare,,pfizer,pharma,,0
pfizer inc,pharmaceuticals and healthcare,,pfizer,"['pharmaceuticals', 'biotech']",,0
tesco plc,retailing,,tesco careers,retail,welwyn garden city,0
basf se,chemicals,,basf,chemicals,,0
basf se,chemicals,,basf,"['chemicals', 'dax']",,0
target corp,retailing,,target,retailer,,0
credit agricole sa,financial services,,credit agricole italia spa,"finance, insurance, and real estate",parma,0
general motors co,automotive,,general motors,automobile,,0
mercedes-benz group ag,automotive,,mercedes-benz,car/automobile,,0
samsung electronics co ltd,technology and communications,,samsung electro-mechanics co ltd,technology and communications,,0
software affair limited,62020 - information technology consultancy activities,,software add-ons limited,62020 - information technology consultancy activities,,0
software analysis solutions limited,82990 - other business support service activities not elsewhere classified,,software alliance services limited,82990 - other business support service activities not elsewhere classified,,0
software and integration services associates limited,62012 - business and domestic software development,,software and business intelligence solutions ltd,62012 - business and domestic software development,,0
software analytics limited,62020 - information technology consultancy activities,,software analysis and design limited,62020 - information technology consultancy activities,,0
software and code ltd,62020 - information technology consultancy activities,,software analytics limited,62020 - information technology consultancy activities,,0
software & design limited,62020 - information technology consultancy activities,,software & consulting europe ltd,62020 - information technology consultancy activities,,0
software and process applications limited,62020 - information technology consultancy activities,,software and management group ltd,62020 - information technology consultancy activities,,0
software & sail design limited,62090 - other information technology service activities,,software & marketing solution limited,62030 - computer facilities management activities,,0
software aspects limited,62020 - information technology consultancy activities,,software artists ltd,62020 - information technology consultancy activities,,0
software capital limited,62020 - information technology consultancy activities,,software by smith ltd,62020 - information technology consultancy activities,,0
software compliance properties ltd,68209 - other letting and operating of own or leased real estate,,software compliance holdings ltd,64209 - activities of other holding companies not elsewhere classified,,0
software consultant ltd,62020 - information technology consultancy activities,,software consultancy service limited,62020 - information technology consultancy activities,,0
software contingency limited,62020 - information technology consultancy activities,,software consulting and development ltd,62020 - information technology consultancy activities,,0
software co-operative limited,62012 - business and domestic software development,,software cloud consulting ltd,62012 - business and domestic software development,,0
software defences ltd,62020 - information technology consultancy activities,,software cruncher limited,62020 - information technology consultancy activities,,0
software delights limited,62020 - information technology consultancy activities,,software defined consultancy ltd,62020 - information technology consultancy activities,,0
software defined storage limited,62090 - other information technology service activities,,software defences ltd,62020 - information technology consultancy activities,,0
software design & consulting limited,62020 - information technology consultancy activities,,software delivery solutions limited,62020 - information technology consultancy activities,,0
software design smart ltd,62020 - information technology consultancy activities,,software design ltd,62020 - information technology consultancy activities,,0
software eats the world ltd,62020 - information technology consultancy activities,,software dynamics limited,62020 - information technology consultancy activities,,0
software engineering solutions ltd,82990 - other business support service activities not elsewhere classified,,software engineering limited,82990 - other business support service activities not elsewhere classified,,0
software entity limited,62012 - business and domestic software development,,software engineering technology ltd,62012 - business and domestic software development,,0
software focus international ltd,62020 - information technology consultancy activities,,software fabrik ltd,62020 - information technology consultancy activities,,0
software focus limited,62020 - information technology consultancy activities,,software factory limited(the),62020 - information technology consultancy activities,,0
software 4 u limited,62012 - business and domestic software development,,software (europe) limited,62012 - business and domestic software development,,0
software for healthcare limited,62012 - business and domestic software development,,software for data analysis limited,62012 - business and domestic software development,,0
software fusion limited,62020 - information technology consultancy activities,,software foundation limited,62090 - other information technology service activities,,0
software genie limited,62012 - business and domestic software development,,software genesis group limited,62012 - business and domestic software development,,0
software heads limited,62012 - business and domestic software development,,software hamsters ltd,62012 - business and domestic software development,,0
software imaging limited,62090 - other information technology service activities,,software hunter ltd,62020 - information technology consultancy activities,,0
software hothouse ltd,62012 - business and domestic software development,,software heads limited,62012 - business and domestic software development,,0
software insight solutions limited,62020 - information technology consultancy activities,,software innovations uk limited,62030 - computer facilities management activities,,0
software installation limited,62020 - information technology consultancy activities,,software insight solutions limited,62020 - information technology consultancy activities,,0
software licence consulting ltd,62012 - business and domestic software development,,software languages ltd.,62012 - business and domestic software development,,0
software luminiuos ltd,62012 - business and domestic software development,,software links limited,62012 - business and domestic software development,,0
software plus limited,62012 - business and domestic software development,,software plan limited,62012 - business and domestic software development,,0
software perimeters ltd,62020 - information technology consultancy activities,,software paradise ltd,62090 - other information technology service activities,,0
software quality solutions limited,62020 - information technology consultancy activities,,software quality limited,62020 - information technology consultancy activities,,0
software quality consulting limited,62020 - information technology consultancy activities,,software qa consulting ltd,62020 - information technology consultancy activities,,0
software scotland limited,62020 - information technology consultancy activities,,software sales management limited,62020 - information technology consultancy activities,,0
software 64 ltd,62012 - business and domestic software development,,software 4 u limited,62012 - business and domestic software development,,0
software solutions financial ltd,62020 - information technology consultancy activities,,software solutions consultancy limited,62020 - information technology consultancy activities,,0
software solutions (warwick) ltd,62012 - business and domestic software development,,software solution systems limited,62012 - business and domestic software development,,0
software studio ltd,62020 - information technology consultancy activities,,software strategy limited,62020 - information technology consultancy activities,,0
software systems and services limited,62020 - information technology consultancy activities,,software system global uk ltd,62020 - information technology consultancy activities,,0
food un limited,99999 - dormant company,,food limited,74990 - non-trading company,,0
food & beverage associates ltd,70229 - management consultancy activities other than financial management,,food & bev consulting ltd,70229 - management consultancy activities other than financial management,,0
food & boundary limited,56102 - unlicensed restaurants and cafes,,food & bits ltd,56102 - unlicensed restaurants and cafes,,0
food and booze minimart limited,"47110 - retail sale in non-specialised stores with food, beverages or tobacco predominating",,food and booze (midlands) ltd,"47110 - retail sale in non-specialised stores with food, beverages or tobacco predominating",,0
food & drink zone uk ltd,"47110 - retail sale in non-specialised stores with food, beverages or tobacco predominating",,food & drink store limited,"47110 - retail sale in non-specialised stores with food, beverages or tobacco predominating",,0
food & juice corner ltd,56102 - unlicensed restaurants and cafes,,food & hop limited,56302 - public houses and bars,,0
food & things ltd,"46370 - wholesale of coffee, tea, cocoa and spices",,food & snack trade ltd,46320 - wholesale of meat and meat products,,0
food and veg ltd,47910 - retail sale via mail order houses or via internet,,food and thoughts tech ltd,47910 - retail sale via mail order houses or via internet,,0
food & wine (islington) ltd,"47110 - retail sale in non-specialised stores with food, beverages or tobacco predominating",,food & veg store ltd,47210 - retail sale of fruit and vegetables in specialised stores,,0
food & wine events limited,47890 - retail sale via stalls and markets of other goods,,food & wine centre ltd,"47110 - retail sale in non-specialised stores with food, beverages or tobacco predominating",,0
food & wine plumstead ltd,"47110 - retail sale in non-specialised stores with food, beverages or tobacco predominating",,food & wine express ltd,"47110 - retail sale in non-specialised stores with food, beverages or tobacco predominating",,0
food angels hub cic,56290 - other food services,,food angel ltd,56290 - other food services,,0
food art home ltd,56103 - take-away food shops and mobile food stands,,food aroma ltd,56103 - take-away food shops and mobile food stands,,0
food box beeston ltd,56103 - take-away food shops and mobile food stands,,food booth limited,56103 - take-away food shops and mobile food stands,,0
food business innovation ltd,56290 - other food services,,food buro limited,56290 - other food services,,0
food buzz consulting limited,56290 - other food services,,food business innovation ltd,56290 - other food services,,0
food by sarah limited,56290 - other food services,,food by raj ltd,56290 - other food services,,0
food by sean no600 limited,56101 - licensed restaurants,,food by sean deli & kitchen ltd,56102 - unlicensed restaurants and cafes,,0
food cabaret ltd,56103 - take-away food shops and mobile food stands,,food by zy ltd,56103 - take-away food shops and mobile food stands,,0
food by vanessa limited,56290 - other food services,,food by tom byrom limited,56290 - other food services,,0
food circle supermarket ltd,47910 - retail sale via mail order houses or via internet,,food choice limited,"47110 - retail sale in non-specialised stores with food, beverages or tobacco predominating",,0
food cloud limited,56290 - other food services,,food clearance ltd,56290 - other food services,,0
food comfort ltd,56290 - other food services,,food cog limited,56290 - other food services,,0
food court ltd,56101 - licensed restaurants,,food court birmingham ltd,56102 - unlicensed restaurants and cafes,,0
food creates fitness ltd,56103 - take-away food shops and mobile food stands,,food couture ltd,56103 - take-away food shops and mobile food stands,,0
