company_name_left,industry_left,headquarters_city_left,company_name_right,industry_right,headquarters_city_right,label
s a barker ltd,86900 - Other human health activities,,s a adjei limited,86900 - Other human health activities,,0
s accounting & taxation services ltd,69201 - Accounting and auditing activities,,t accounting advisors ltd,69201 - Accounting and auditing activities,,0
s a electrical contractors ltd,35140 - Trade of electricity,,s a electrical northampton limited,43210 - Electrical installation,,0
s a forest products limited,46900 - Non-specialised wholesale trade,,s a a distribution limited,46900 - Non-specialised wholesale trade,,0
s a holmes limited,47910 - Retail sale via mail order houses or via Internet,,s a hill financial limited,66290 - Other activities auxiliary to insurance and pension funding,,0
s a jones construction ltd,41202 - Construction of domestic buildings,,s a jones ltd,43310 - Plastering,,0
r a a partnership limited,"7420 - Architectural, technical consult",,r a & n p chapman limited,01500 - Mixed farming,,0
r acland limited,43290 - Other construction installation,,r a chaplin ltd,43290 - Other construction installation,,0
radios r us limited,82990 - Other business support service activities not elsewhere classified,,u drive cars limited,82990 - Other business support service activities not elsewhere classified,,0
r a franks limited,49410 - Freight transport by road,,r a forestry & fencing limited,02400 - Support services to forestry,,0
r a h engineering (grampian) limited,33120 - Repair of machinery,,r a h enterprises limited,56302 - Public houses and bars,,0
r a j crane services limited,43999 - Other specialised construction activities not elsewhere classified,,r a clarke limited,43999 - Other specialised construction activities not elsewhere classified,,0
r aldridge electrical ltd,43210 - Electrical installation,,r aldridge limited,"77400 - Leasing of intellectual property and similar products, except copyright works",,0
q aesthetics limited,96020 - Hairdressing and other beauty treatment,,beauty basics limited,96020 - Hairdressing and other beauty treatment,,0
q & b store ltd,47910 - Retail sale via mail order houses or via Internet,,q & b traders ltd,47910 - Retail sale via mail order houses or via Internet,,0
q & more ltd,77110 - Renting and leasing of cars and light motor vehicles,,q & m trust limited,82990 - Other business support service activities not elsewhere classified,,0
q and r limited,68209 - Other letting and operating of own or leased real estate,,q & b (london) limited,68209 - Other letting and operating of own or leased real estate,,0
q audio limited,59200 - Sound recording and music publishing activities,,q autos ltd,45112 - Sale of used cars and light motor vehicles,,0
q build wakefield ltd,41100 - Development of building projects,,q build & design limited,41100 - Development of building projects,,0
q consulting solutions limited,70229 - Management consultancy activities other than financial management,,q content store limited,82990 - Other business support service activities not elsewhere classified,,0
q e compliance solutions limited,46180 - Agents specialised in the sale of other particular products,,q e d public relations limited,82990 - Other business support service activities not elsewhere classified,,0
q consulting ltd,62090 - Other information technology service activities,,q consulting (bristol) limited,82990 - Other business support service activities not elsewhere classified,,0
p abraham & son limited,45200 - Maintenance and repair of motor vehicles,,p abbott limited,62020 - Information technology consultancy activities,,0
p a contracts ltd,41100 - Development of building projects,,p a cookson limited,41202 - Construction of domestic buildings,,0
p a gooch limited,82990 - Other business support service activities not elsewhere classified,,v & a limited,82990 - Other business support service activities not elsewhere classified,,0
p aiken limited,64209 - Activities of other holding companies not elsewhere classified,,p airey tail lifts limited,82990 - Other business support service activities not elsewhere classified,,0
p a mechanical limited,"43220 - Plumbing, heat and air-conditioning installation",,p a cassidy (mechanical services) limited,"43220 - Plumbing, heat and air-conditioning installation",,0
p & a environmental limited,39000 - Remediation activities and other waste management services,,p & a engineering consultants limited,71129 - Other engineering activities,,0
p & a heritage ltd,68209 - Other letting and operating of own or leased real estate,,p & a henderson limited,70229 - Management consultancy activities other than financial management,,0
p & a mars motors limited,33190 - Repair of other equipment,,p & a medical limited,"74909 - Other professional, scientific and technical activities not elsewhere classified",,0
p & a sharville limited,82990 - Other business support service activities not elsewhere classified,,p airey tail lifts limited,82990 - Other business support service activities not elsewhere classified,,0
visa,"['Financial Services', 'Technology', 'Software and IT', 'Credit Cards', 'Digital Payment Solution Services', 'Business Services', 'Software Products', 'Artificial Intelligence']",California,visa inc,Financial Services,,0
morgan stanley,"['Financial Services', 'Banking Services', 'Trading', 'Brokerage Services', 'Wealth Management', 'Investments', 'Asset Management', 'Stock Markets, Trading, Capital Markets']",New York,morgan stanley wealth management,Financial Services,,0
boeing company,"['Industries', 'Aeroplane', 'Defense Products', 'Rockets', 'Missiles', 'Satellites', 'Space Products', 'Aerospace Products', 'Aircrafts', 'Capital Goods', 'Aerospace and Defense', 'Technology']",Illinois,boeing,Aviation,,0
chubb,"['Financial Services', 'Insurance']",Zurich,chubb group,Insurance,,0
progressive corporation,"['Financial Services', 'Insurance']",Ohio,progressive,['Insurance'],,1
pacificorp,"['Utilities', 'Electric Utilities']",Oregon,pacifica companies,Real Estate,,0
tc energy corporation,"['Energy', 'Oil and Gas', 'Infrastructure', 'Electricity Generation', 'Power Generation', 'Natural Gas Generation', 'Oil and Gas Pipeline Transport', 'Utilities', 'Gas Utilities', 'Electric Utilities']",Calgary,tc energy,"['Oil&Gas', 'Transportation', 'Energy', 'Infrastructure']",,0
global payments,"['Industries', 'Digital Payment Solution Services', 'Software and IT', 'Software Products', 'Business Services']",Georgia,global partners lp,"['Oil&Gas', 'Energy']",,1
kone oyj,"['Industries', 'Escalators', 'Elevators', 'Engineering Products', 'Building Automation', 'Machinery Manufacturing', 'Industry Machinery']",,kone,Industrials,,0
assa abloy ab (publ),"['Industries', 'Consumer Goods', 'Home Improvement', 'Home & Furniture']",,assa abloy,,,0
okta,"['Technology', 'Software and IT', 'Software Products', 'Software and IT Infrastructure']",California,okta inc,Technology and Communications,,0
heineken holding,"['Consumer Defensive', 'Alcoholic Beverages', 'Beverages', 'Beer']",Amsterdam,heineken,,,0
kao corporation,"['Consumer Defensive', 'Chemicals', 'Cosmetics', 'FMCG', 'Personal Care Products', 'Consumer Goods']",Tokyo,kao corp,Consumer Packaged Goods,,0
tata motors,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Construction Equipment', 'Cars', 'Sports Vehicles', 'Bus Manufacturing', 'Commercial Vehicles', 'Manufacturing', 'Trucks', 'Passenger Vehicles', 'Electric Vehicles']",Mumbai,tata metaliks,Iron & Steel,,1
suzuki motor corporation,"['Consumer Cyclical', 'Bikes', 'Automobile', 'Automobile Parts', 'Cars', 'Marine Systems']",,suzuki motorcycle,Automobile,,0
hologic,"['Healthcare', 'Electronics', 'Medical Equipment', 'HealthCare Products']",Massachusetts,"hologic, inc.",,Marlborough,0
toyota tsusho corporation,"['Basic Materials', 'Automobile', 'Automobile Parts', 'Conglomerate', 'Electronics', 'Iron and Steel', 'Metal Fabrication Products', 'Metal Fabrication Products', 'Consumer Goods']",Aichi,toyota tsusho,,,0
hydro one,"['Utilities', 'Electricity Generation', 'Power Generation', 'Electric Utilities', 'Hydro-Electric Power']",Toronto,hydro one limited,,Toronto,0
sumitomo realty & development,"['Real Estate', 'Construction']",Tokyo,sumitomo realty,,,0
south32,"['Basic Materials', 'Mining', 'Coal Mining', 'Metals', 'Zinc', 'Aluminum', 'Nickel', 'Silver Mining']",Perth,south32 limited,,Perth,0
"coca-cola femsa, s.a.b. de c.v.","['Consumer Defensive', 'Non-Alcoholic Beverages', 'Beverages']",,coca-cola femsa,['Beverages'],,0
singapore airlines,"['Industries', 'Airlines', 'Aviation', 'Travel and Transport']",,singapore,Full-service Airlines,,0
severn trent,"['Utilities', 'Water Utilities', 'Waste and Trash Management']",,severin elektro,Consumer goods,,0
autoliv,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Capital Goods']",Stockholm,"autoliv, inc.",,Stockholm,0
sinch ab (publ),"['Communication Services', 'Technology', 'Software and IT', 'Telecom']",,sinch ab,Technology and Communications,,0
muthoot finance,Financial Services,,blue motor finance,Financial Services,,0
huntington ingalls industries,"['Industries', 'Defense Products', 'Transportation', 'Capital Goods', 'Marine Transportation', 'Shipping', 'Aerospace and Defense']",Virginia,"huntington bancshares, inc.",,Columbus,0
sixt se,"['Industries', 'Transportation', 'Rent / Lease Services']",,sixt leasing se,,Pullach,1
mastec,"['Industries', 'Utilities', 'Construction', 'Infrastructure']",Florida,mastek careers,Information Technology & Services,Reading,0
nutanix,"['Technology', 'Software and IT', 'Cloud Services', 'Software Products', 'Software and IT Infrastructure']",California,"nutanix, inc.",,San Jose,0
machine zone,"['Gaming', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Software and IT', 'Technology']",California,machinegames,Technology,,0
shanghai aiko solar energy,"['Technology', 'Solar Power Devices', 'Research']",,shanghai airport,"['Airports', 'Infrastructure']",,0
rapid7,"['Technology', 'Software and IT', 'Software Products']",Massachusetts,"rapid7, inc.",,Boston,0
spectris,"['Technology', 'Technology Hardware and Instruments']",,spectranet,Telecom,,0
mazda motor corporation,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Engines Manufacturing', 'Manufacturing', 'Trucks']",,mazda motor,,,0
sofi,"['Financial Services', 'Technology']",California,sofcon,Education & Training,,0
pt bank brisyariah tbk,"['Financial Services', 'Banking Services']",,pt bank artos indonesia tbk,"['Financial Services', 'Banking Services']",,0
bank of guizhou,"['Financial Services', 'Banking Services']",,bank of ningbo,"['Financial Services', 'Banking Services']",,0
healthcare realty trust,"['Real Estate', 'Consumer Services', 'Property Investments']",Tennessee,healthcare services group inc,Business and Consumer Services,,0
shanghai milkground food tech co. ltd,"['Basic Materials', 'FMCG', 'Package Foods', 'Food Products']",,shanghai microport endovascular medtech co. ltd,,Shanghai,0
parkland fuel corporation,"['Energy', 'Oil and Gas', 'Oil Refining', 'Oil Marketing', 'Retail']",Calgary,parkland corp,"['Retail', 'Oil&Gas', 'Energy']",,0
shriram transport finance company,Financial Services,,shriram finance ltd,Financial Services,,0
investec group,"['Financial Services', 'Stock Markets, Trading, Capital Markets']",,investec property fund ltd,,Sandton,0
alumina,"['Basic Materials', 'Mining', 'Aluminum']",Melbourne,alumina limited,"['Aluminum', 'Mining']",,0
bank of queensland,"['Financial Services', 'Banking Services']",,bank of chengdu,"['Financial Services', 'Banking Services']",,0
hamilton lane,"['Financial Services', 'Asset Management', 'Investments']",Pennsylvania,hamilton housewares,Consumer Electronics & Appliances,,0
tietoevry corporation,"['Technology', 'Software and IT']",,tietoevry,"['Software', 'Professional services', 'Tech']",,0
bank of suzhou,"['Financial Services', 'Banking Services']",,bank of guiyang,"['Financial Services', 'Banking Services']",,0
"advanced energy industries, inc.","['Industries', 'Electrical Products', 'Semiconductors']",,advanced energy,,,0
brink's company,"['Industries', 'Transportation', 'Oil Refining']",Virginia,brink's,Consumer goods,,0
aeon mall,"['Real Estate', 'Property Investments', 'Commercial Properties']",,aeon metals limited,,Sydney,0
rent-a-center,"['Industries', 'Technology', 'Rent / Lease Services']",Texas,rentpath careers,Internet,Atlanta,0
shimamura,"['Consumer Cyclical', 'Retail']",,shimano,"['Consumer Cyclical', 'Bicycle', 'Boats', 'Leisure']",Osaka,0
dream industrial real estate investment trust,"['Real Estate', 'Property Investments']",,dream industrial reit,"['Real estate', 'Investment', 'REITs']",,0
china evergrande group,"['Real Estate', 'Property Investments', 'Construction', 'Investments']",Shenzhen,china evergrande new energy vehicle group ltd,,Guangzhou,0
xinyu iron & steel co. ltd,"['Basic Materials', 'Iron and Steel', 'Metals']",,xinyuan real estate co ltd,Construction,,0
technology one,"['Technology', 'Software and IT', 'Software Products']",Brisbane,technogym spa,Manufacturing,FORLI'-CESENA,0
electra,"['Industries', 'Construction', 'Infrastructure']",,elecster oyj,,Akaa,0
aozora bank,"['Financial Services', 'Banking Services']",,alpha bank,"['Financial Services', 'Banking Services']",,0
spirit airlines,"['Industries', 'Airlines', 'Aviation', 'Freight Transport']",Florida,spirit aerosystems,"['Aerospace', 'Manufacturing']",,0
ferrexpo,"['Mining', 'Iron and Steel']",,ferretti spa,Manufacturing,FORLI'-CESENA,0
qatar navigation,"['Industries', 'Shipping']",,qatar national bank,,,0
alchip technologies,"['Technology', 'Semiconductors']",,alchemy techsol india,IT Services & Consulting,,0
lemonade,"['Insurance', 'Financial Services']",New York,lemonade careers,Insurance,New York,0
energean plc,"['Energy', 'Oil and Gas']",,energean oil & gas,Oil & gas,,0
finablr,"['Technology', 'Digital Payment Solution Services']",,fintru,Financial Services,,0
nuveen municipal value fund,"['Financial Services', 'Asset Management']",Illinois,nuveen california quality municipal income fund,"['Financial Services', 'Asset Management']",Illinois,0
philip morris cr,"['Consumer Defensive', 'Tobacco Products', 'Tobacco and Cigarette']",,philip morris international,"['Consumer Defensive', 'Tobacco Products', 'Cigarettes', 'Agriculture Products', 'FMCG', 'Consumer Non Durables', 'Tobacco and Cigarette']",New York,0
first national financial corporation,Financial Services,Toronto,first national of nebraska,"['Banks', 'Financial services']",,0
alfen,"['Industries', 'Electrical Products']",,alfanar,Electronics Manufacturing,,0
cementos argos s.a.,"['Construction Materials', 'Cement']",,cementos bio bio sa,,Providencia,0
"xiamen amoytop biotech co., ltd.","['Healthcare', 'Biotechnology']",,xiamen airlines co ltd,Transport and Logistics,,0
qingdao east steel tower stock co.ltd,"['Basic Materials', 'Iron and Steel', 'Metals']",,qingdao gaoce technology co. ltd,,Qingdao,0
bank of maharashtra,"['Financial Services', 'Banking Services']",Pune,bank of hangzhou,"['Financial Services', 'Banking Services']",,0
pt bank maybank indonesia tbk,"['Financial Services', 'Banking Services']",,pt bank mega tbk,"['Financial Services', 'Banking Services']",,0
pt bank cimb niaga tbk,"['Financial Services', 'Banking Services']",,pt bank harda internasional tbk,"['Financial Services', 'Banking Services', 'Banking Services']",,0
beijing oriental jicheng,Technology,,beijing originwater technology,"['Industries', 'Waste and Trash Management']",,0
bank of tianjin,"['Financial Services', 'Banking Services']",,bank of chengdu,"['Financial Services', 'Banking Services']",,0
taiwan secom,"['Technology', 'Security Systems and Solutions']",,taiwan semiconductor,,,0
sankyo,"['Consumer Cyclical', 'Pharmaceutical', 'Gambling']",,sankyo co. ltd,,Tokyo,0
greatek electronics,"['Technology', 'Electronics', 'Semiconductors']",,great-west lifeco inc.,,Winnipeg,0
eaton vance duration income fund,"['Financial Services', 'Asset Management']",Massachusetts,eaton vance tax-advantaged global dividend income fund,"['Financial Services', 'Asset Management']",Massachusetts,0
partner communications company,"['Communication Services', 'Telecom']",,tata communications,"['Communication Services', 'Telecom']",Mumbai,0
amara raja batteries,"['Consumer Cyclical', 'Automobile', 'Automobile Parts']",,amara raja infra,Engineering & Construction,,0
"beijing zuojiang technology co., ltd.","['Technology', 'Software and IT']",,"beijing egova co,. ltd",,Beijing,0
instabase,"['Technology', 'Software and IT']",,instabase careers,Computer Software,San Francisco,0
xingsheng,,,xingsheng selected,E-commerce & direct-to-consumer,Changsha,0
addus homecare corporation,"['Healthcare', 'HealthCare Products', 'Healthcare Service', 'Hospitals']",Texas,addus homecare,,,0
"shenzhen honor electronic co., ltd.","['Industries', 'Electrical Products']",,shenzhen hopewind electric,"['Industries', 'Electrical Products', 'Power Equipment', 'Power Systems', 'Solar Power Devices', 'Inverters', 'Industry Machinery']",,0
orange belgium,"['Communication Services', 'Telecom']",,orange,,,0
"shanghai sk automation technology co., ltd.","['Industries', 'Industry Machinery']",,"shanghai zhongyida co., ltd.","['Industries', 'Industry Machinery']",,0
pt bank bukopin tbk,"['Financial Services', 'Banking Services']",,pt bank maybank indonesia tbk,"['Financial Services', 'Banking Services']",,0
greentown management holdings company limited,Real Estate,,greentown china holdings ltd,Construction,,0
western region gold,"['Basic Materials', 'Gold Mining', 'Mining']",,western resources corp.,,Vancouver,0
shanghai industrial development,Real Estate,,shanghai jinqiao export processing zone development,Real Estate,,0
elecom,"['Technology', 'Computers Hardware']",,eleco plc,,London,0
guangxi liuzhou pharmaceutical,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",,guizhou bailing group pharmaceutical,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",,0
life360,"['Technology', 'Software and IT']",,life360 careers,Internet,San Francisco,0
pharma mar,"['Healthcare', 'Biotechnology', 'Biopharmaceutical']",,pharma companies,Healthcare / Pharma,,0
pt solusi bangun indonesia tbk,"['Basic Materials', 'Construction Materials']",,pt solusi tunas pratama tbk,"['Technology', 'Communications Equipment']",,0
semafo,"['Basic Materials', 'Gold Mining', 'Mining', 'Metals', 'Precious Metals']",Montreal,semapa,['Pulp and paper'],,0
sun hung kai & co,"['Financial Services', 'Stock Markets, Trading, Capital Markets']",,sun hung kai properties,['Real estate'],,0
beijing forever technology,"['Technology', 'Software and IT']",,beijing united information technology,"['Technology', 'Software and IT']",,0
conduit holdings limited,"['Financial Services', 'Insurance']",,conduit capital ltd,,Bryanston,0
synergie se,"['Industries', 'Outsourcing and Staffing']",,synergies castings,Industrial Machinery,,0
kalyan jewellers india limited,"['Luxury Goods', 'Retail', 'Jewellery']",,kalyan jewellers,Metals & Mining,,1
"beijing scitop bio-tech co., ltd.","['Healthcare', 'Biotechnology']",,beijing hotgen biotech,"['Healthcare', 'Biotechnology']",,0
tata investment corporation,"['Financial Services', 'Stock Markets, Trading, Capital Markets']",,tata international,Import & Export,,0
kaufman & broad,"['Real Estate', 'Construction']",,kaufland,Consumer services,,0
beijing starneto technology,"['Technology', 'Technology Hardware and Instruments']",,beijing highlander digital technology,"['Technology', 'Technology Hardware and Instruments']",,0
shenzhen sinovatio technology,"['Technology', 'Software and IT']",,shenzhen senior technology material co. ltd,,Shenzhen,0
allsparkgroupoãœ(12208510),Combined facilities support activities,,allsparkenergyoãœ(16100883),Production of electricity,,0
ecospaceoãœ(14394758),Manufacture of fertilisers and nitrogen compounds,,econordicspaoãœ(14540071),Agents involved in the sale of timber and building materials,,0
oãœgreenspace(11666951),Construction of residential and non-residential buildings,,oãœgamerspace(16101987),Other human resources provision,,0
kasparkarner(12179990),,,kasparkalev(12488490),"Growing of cereals (except rice), leguminous crops and oil seeds",,0
mittetulundusã¼hingkerese40tã–ã–stuspark(80197554),,,mittetulundusã¼hingkasparhaiba(80313747),Activities of sports clubs,,0
mittetulundusã¼hingopenspaceestonia(80310097),,,mittetulundusã¼hingnordswimviimsi(80215358),Activities of sports clubs,,0
spacebusoãœ(16294305),Computer programming activities,,spaceagendaoãœ(14103583),Other software publishing,,0
spaceleadoãœ(16604993),Advertising agencies,,spacelaboãœ(12550800),Visitor flats,,0
spacetekoãœ(14502917),Computer programming activities,,spacebearoãœ(14471594),Computer programming activities,,0
spadnoutdelzioãœ(11663749),,,spadesnutritionoãœ(12510798),"Other professional, scientific and technical activities n.e.c.",,0
osaã¼hingspanglertrade(11450509),Retail sale via mail order houses or via Internet,,osaã¼hingspaldecom(10756495),Growing of other perennial crops,,0
sparkcityoãœ(12230550),Other transportation support activities,,sparkcapitaloãœ(16124661),,,0
mittetulundusã¼hingsparkmakerlab(80404094),Non-specialised wholesale trade,,mittetulundusã¼hingsokkalooduspark(80392244),Holiday village and camp,,0
sparktimeoãœ(12448065),,,sparksystemsoãœ(12227766),Support activities for other mining and quarrying,,0
spartalogisticsoãœ(14218607),Forwarding agencies services,,spartacaroãœ(10803875),"Other financial service activities, except insurance and pension funding n.e.c.",,0
osaã¼hingspatekstiil(11331266),Hairdressing and other beauty treatment,,osaã¼hingspash(12981842),Fitness facilities,,0
